,year,month,sales,iso_alpha
523,2014,9,4423,SVN
580,2014,10,5124,SVN
641,2014,11,4213,SVN
701,2014,12,3369,SVN
754,2015,1,5129,SVN
818,2015,2,4540,SVN
879,2015,3,5946,SVN
940,2015,4,5339,SVN
1001,2015,5,5376,SVN
1061,2015,6,5430,SVN
1122,2015,7,5084,SVN
1184,2015,8,3985,SVN
1245,2015,9,4531,SVN
1304,2015,10,5441,SVN
1366,2015,11,5083,SVN
1430,2015,12,3301,SVN
1487,2016,1,5891,SVN
1549,2016,2,4762,SVN
1610,2016,3,6099,SVN
1672,2016,4,5472,SVN
1732,2016,5,6325,SVN
1792,2016,6,6492,SVN
1855,2016,7,5062,SVN
1916,2016,8,3942,SVN
1976,2016,9,5039,SVN
2037,2016,10,5241,SVN
2098,2016,11,5347,SVN
2161,2016,12,4085,SVN
2220,2017,1,6479,SVN
2285,2017,2,5684,SVN
2349,2017,3,6551,SVN
2412,2017,4,6004,SVN
2475,2017,5,6791,SVN
2536,2017,6,7558,SVN
2600,2017,7,5314,SVN
2664,2017,8,4500,SVN
2724,2017,9,5285,SVN
2785,2017,10,6451,SVN
2847,2017,11,6297,SVN
2911,2017,12,4040,SVN
2970,2018,1,6846,SVN
3033,2018,2,5659,SVN
3095,2018,3,7860,SVN
3158,2018,4,6600,SVN
3220,2018,5,7309,SVN
3281,2018,6,7391,SVN
3343,2018,7,6250,SVN
3407,2018,8,5644,SVN
3468,2018,9,4896,SVN
3530,2018,10,5556,SVN
3592,2018,11,5201,SVN
3655,2018,12,3646,SVN
3715,2019,1,6778,SVN
3776,2019,2,6179,SVN
3840,2019,3,7304,SVN
3903,2019,4,6439,SVN
3964,2019,5,7447,SVN
4025,2019,6,6966,SVN
4090,2019,7,5956,SVN
4151,2019,8,5005,SVN
4211,2019,9,5322,SVN
4274,2019,10,5983,SVN
4336,2019,11,5321,SVN
4398,2019,12,4479,SVN
4461,2020,1,5129,SVN
4523,2020,2,4495,SVN
4586,2020,3,2444,SVN
4637,2020,4,1591,SVN
4700,2020,5,4198,SVN
4766,2020,6,5535,SVN
4830,2020,7,5264,SVN
4893,2020,8,3440,SVN
4956,2020,9,3617,SVN
5016,2020,10,3889,SVN
5079,2020,11,3042,SVN
5141,2020,12,2094,SVN
5198,2021,1,4391,SVN
5258,2021,2,4831,SVN
5318,2021,3,7065,SVN
5380,2021,4,4276,SVN
5438,2021,5,5258,SVN
5498,2021,6,5168,SVN
5556,2021,7,4419,SVN
5614,2021,8,3526,SVN
5670,2021,9,4125,SVN
5724,2021,10,4219,SVN
5781,2021,11,4121,SVN
5839,2021,12,2543,SVN
5894,2022,1,4318,SVN
5954,2022,2,3801,SVN
6012,2022,3,4617,SVN
6070,2022,4,3913,SVN
6126,2022,5,4781,SVN
6184,2022,6,4380,SVN
6243,2022,7,3789,SVN
6298,2022,8,3337,SVN
6356,2022,9,3776,SVN
6413,2022,10,3428,SVN
6468,2022,11,3620,SVN
6526,2022,12,2523,SVN
6577,2023,1,4412,SVN
6636,2023,2,3750,SVN
6693,2023,3,5260,SVN
6749,2023,4,4324,SVN
6804,2023,5,4847,SVN
6859,2023,6,4658,SVN
6914,2023,7,3764,SVN
6968,2023,8,3234,SVN
7019,2023,9,4046,SVN
32,2014,1,21747,SWE
87,2014,2,25001,SWE
146,2014,3,32021,SWE
204,2014,4,31552,SWE
262,2014,5,31760,SWE
320,2014,6,32794,SWE
384,2014,7,23033,SWE
438,2014,8,27856,SWE
497,2014,9,30646,SWE
555,2014,10,32523,SWE
615,2014,11,29860,SWE
673,2014,12,31927,SWE
737,2015,1,23236,SWE
794,2015,2,27372,SWE
854,2015,3,36210,SWE
914,2015,4,35386,SWE
975,2015,5,33873,SWE
1038,2015,6,36683,SWE
1103,2015,7,26678,SWE
1159,2015,8,30801,SWE
1220,2015,9,34129,SWE
1281,2015,10,36377,SWE
1342,2015,11,35638,SWE
1401,2015,12,38642,SWE
1470,2016,1,24829,SWE
1526,2016,2,31529,SWE
1585,2016,3,39856,SWE
1646,2016,4,38941,SWE
1707,2016,5,39417,SWE
1767,2016,6,41594,SWE
1834,2016,7,27343,SWE
1889,2016,8,33007,SWE
1950,2016,9,37579,SWE
2011,2016,10,36385,SWE
2073,2016,11,36816,SWE
2131,2016,12,43170,SWE
2201,2017,1,26900,SWE
2259,2017,2,31634,SWE
2319,2017,3,44328,SWE
2383,2017,4,34849,SWE
2445,2017,5,40378,SWE
2508,2017,6,44240,SWE
2577,2017,7,27443,SWE
2634,2017,8,34615,SWE
2697,2017,9,36553,SWE
2758,2017,10,37642,SWE
2820,2017,11,37724,SWE
2881,2017,12,40484,SWE
2949,2018,1,26779,SWE
3005,2018,2,31057,SWE
3066,2018,3,42871,SWE
3127,2018,4,39190,SWE
3187,2018,5,44226,SWE
3245,2018,6,82445,SWE
3333,2018,7,13526,SWE
3382,2018,8,26734,SWE
3444,2018,9,21971,SWE
3504,2018,10,26762,SWE
3566,2018,11,29552,SWE
3631,2018,12,27400,SWE
3696,2019,1,23659,SWE
3752,2019,2,26741,SWE
3814,2019,3,35126,SWE
3873,2019,4,34989,SWE
3933,2019,5,37015,SWE
3997,2019,6,37846,SWE
4064,2019,7,26276,SWE
4120,2019,8,35689,SWE
4186,2019,9,30884,SWE
4246,2019,10,33932,SWE
4309,2019,11,35173,SWE
4363,2019,12,59801,SWE
4442,2020,1,17086,SWE
4497,2020,2,22314,SWE
4550,2020,3,28676,SWE
4604,2020,4,19847,SWE
4678,2020,5,16331,SWE
4739,2020,6,24587,SWE
4808,2020,7,21879,SWE
4862,2020,8,26037,SWE
4924,2020,9,30232,SWE
4988,2020,10,29239,SWE
5047,2020,11,27861,SWE
5109,2020,12,36700,SWE
5178,2021,1,22966,SWE
5232,2021,2,25860,SWE
5286,2021,3,56186,SWE
5356,2021,4,23984,SWE
5412,2021,5,27223,SWE
5468,2021,6,39167,SWE
5541,2021,7,18418,SWE
5590,2021,8,22408,SWE
5644,2021,9,25531,SWE
5707,2021,10,22340,SWE
5761,2021,11,23374,SWE
5814,2021,12,30420,SWE
5875,2022,1,21924,SWE
5931,2022,2,23744,SWE
5986,2022,3,32189,SWE
6046,2022,4,24944,SWE
6102,2022,5,29372,SWE
6163,2022,6,28791,SWE
6224,2022,7,19310,SWE
6277,2022,8,23736,SWE
6333,2022,9,25326,SWE
6391,2022,10,25049,SWE
6445,2022,11,28984,SWE
6498,2022,12,39473,SWE
6563,2023,1,17026,SWE
6614,2023,2,21545,SWE
6668,2023,3,33994,SWE
6724,2023,4,23877,SWE
6777,2023,5,32408,SWE
6834,2023,6,32414,SWE
6896,2023,7,19288,SWE
6942,2023,8,28548,SWE
6994,2023,9,32602,SWE
17,2014,1,67728,THA
75,2014,2,70701,THA
134,2014,3,79844,THA
195,2014,4,70225,THA
254,2014,5,67455,THA
311,2014,6,72654,THA
370,2014,7,68159,THA
428,2014,8,61436,THA
490,2014,9,62641,THA
548,2014,10,65545,THA
607,2014,11,66133,THA
664,2014,12,79912,THA
723,2015,1,66738,THA
785,2015,2,58744,THA
847,2015,3,63443,THA
909,2015,4,50905,THA
969,2015,5,53877,THA
1032,2015,6,54139,THA
1092,2015,7,54331,THA
1152,2015,8,60584,THA
1214,2015,9,62270,THA
1273,2015,10,64539,THA
1335,2015,11,73852,THA
1393,2015,12,94531,THA
1456,2016,1,62069,THA
1518,2016,2,54706,THA
1579,2016,3,62772,THA
1642,2016,4,53194,THA
1701,2016,5,60054,THA
1763,2016,6,61174,THA
1824,2016,7,57069,THA
1884,2016,8,59953,THA
1945,2016,9,60585,THA
2006,2016,10,58022,THA
2066,2016,11,58280,THA
2127,2016,12,67615,THA
2188,2017,1,57254,THA
2249,2017,2,68435,THA
2312,2017,3,84801,THA
2376,2017,4,63267,THA
2440,2017,5,66425,THA
2502,2017,6,69798,THA
2565,2017,7,65178,THA
2627,2017,8,67962,THA
2688,2017,9,77592,THA
2751,2017,10,68551,THA
2812,2017,11,78082,THA
2872,2017,12,104304,THA
2936,2018,1,88285,THA
2996,2018,2,86861,THA
3058,2018,3,93123,THA
3122,2018,4,74289,THA
3183,2018,5,89733,THA
3244,2018,6,88025,THA
3307,2018,7,78496,THA
3369,2018,8,87309,THA
3431,2018,9,78375,THA
3493,2018,10,80551,THA
3555,2018,11,77840,THA
3618,2018,12,61665,THA
3676,2019,1,108381,THA
3739,2019,2,90789,THA
3802,2019,3,97095,THA
3863,2019,4,83093,THA
3926,2019,5,92019,THA
3988,2019,6,85364,THA
4049,2019,7,85017,THA
4111,2019,8,86209,THA
4175,2019,9,78707,THA
4237,2019,10,78240,THA
4299,2019,11,66808,THA
4366,2019,12,44611,THA
4420,2020,1,89468,THA
4481,2020,2,80466,THA
4541,2020,3,84189,THA
4598,2020,4,60154,THA
4663,2020,5,48914,THA
4731,2020,6,54471,THA
4794,2020,7,54779,THA
4851,2020,8,62509,THA
4916,2020,9,63115,THA
4978,2020,10,63407,THA
5039,2020,11,62823,THA
5103,2020,12,49260,THA
5159,2021,1,84148,THA
5221,2021,2,69914,THA
5283,2021,3,80375,THA
5343,2021,4,62118,THA
5402,2021,5,71520,THA
5464,2021,6,64633,THA
5523,2021,7,48146,THA
5580,2021,8,57278,THA
5637,2021,9,53968,THA
5695,2021,10,47021,THA
5751,2021,11,56703,THA
5807,2021,12,46346,THA
5859,2022,1,78451,THA
5917,2022,2,76514,THA
5975,2022,3,94641,THA
6034,2022,4,68270,THA
6091,2022,5,80524,THA
6150,2022,6,77441,THA
6208,2022,7,60304,THA
6264,2022,8,73819,THA
6321,2022,9,82820,THA
6381,2022,10,61437,THA
6437,2022,11,65221,THA
6495,2022,12,49340,THA
6545,2023,1,81671,THA
6602,2023,2,82869,THA
6659,2023,3,85137,THA
6715,2023,4,61398,THA
6770,2023,5,76031,THA
6826,2023,6,72051,THA
6882,2023,7,59490,THA
6935,2023,8,68885,THA
6989,2023,9,61209,THA
26,2014,1,32670,TUR
84,2014,2,35021,TUR
141,2014,3,47581,TUR
198,2014,4,53305,TUR
255,2014,5,58121,TUR
313,2014,6,60163,TUR
374,2014,7,59907,TUR
429,2014,8,60199,TUR
487,2014,9,66531,TUR
547,2014,10,66573,TUR
605,2014,11,80621,TUR
657,2014,12,146989,TUR
733,2015,1,34615,TUR
786,2015,2,55331,TUR
844,2015,3,83302,TUR
903,2015,4,91602,TUR
965,2015,5,81542,TUR
1026,2015,6,86158,TUR
1088,2015,7,83836,TUR
1148,2015,8,82577,TUR
1212,2015,9,64025,TUR
1274,2015,10,64255,TUR
1332,2015,11,84601,TUR
1387,2015,12,156173,TUR
1466,2016,1,32713,TUR
1519,2016,2,52825,TUR
1577,2016,3,82948,TUR
1637,2016,4,84887,TUR
1698,2016,5,93904,TUR
1759,2016,6,91540,TUR
1823,2016,7,58533,TUR
1882,2016,8,71556,TUR
1944,2016,9,67593,TUR
2003,2016,10,83000,TUR
2061,2016,11,122309,TUR
2121,2016,12,141912,TUR
2197,2017,1,35323,TUR
2253,2017,2,46965,TUR
2314,2017,3,73802,TUR
2375,2017,4,75988,TUR
2438,2017,5,85422,TUR
2500,2017,6,83658,TUR
2562,2017,7,82297,TUR
2626,2017,8,72536,TUR
2689,2017,9,71352,TUR
2748,2017,10,91752,TUR
2810,2017,11,100859,TUR
2869,2017,12,136240,TUR
2945,2018,1,35076,TUR
3000,2018,2,47009,TUR
3061,2018,3,76345,TUR
3123,2018,4,71126,TUR
3185,2018,5,72755,TUR
3250,2018,6,51037,TUR
3310,2018,7,52734,TUR
3378,2018,8,34346,TUR
3443,2018,9,23028,TUR
3509,2018,10,21571,TUR
3556,2018,11,58204,TUR
3617,2018,12,77706,TUR
3703,2019,1,14373,TUR
3754,2019,2,24875,TUR
3807,2019,3,49221,TUR
3877,2019,4,30971,TUR
3936,2019,5,33016,TUR
3993,2019,6,42688,TUR
4073,2019,7,17927,TUR
4127,2019,8,26246,TUR
4179,2019,9,41992,TUR
4242,2019,10,49075,TUR
4300,2019,11,58176,TUR
4359,2019,12,90500,TUR
4437,2020,1,20633,TUR
4490,2020,2,34121,TUR
4548,2020,3,34993,TUR
4608,2020,4,14971,TUR
4673,2020,5,20614,TUR
4732,2020,6,47002,TUR
4792,2020,7,59604,TUR
4856,2020,8,43350,TUR
4917,2020,9,61073,TUR
4979,2020,10,62259,TUR
5041,2020,11,53863,TUR
5100,2020,12,72185,TUR
5168,2021,1,43637,TUR
5223,2021,2,58295,TUR
5282,2021,3,96112,TUR
5344,2021,4,61273,TUR
5403,2021,5,54585,TUR
5462,2021,6,79549,TUR
5524,2021,7,47626,TUR
5579,2021,8,58177,TUR
5636,2021,9,56866,TUR
5694,2021,10,56497,TUR
5749,2021,11,60143,TUR
5806,2021,12,61938,TUR
5866,2022,1,38131,TUR
5920,2022,2,49652,TUR
5978,2022,3,64267,TUR
6035,2022,4,60035,TUR
6092,2022,5,65167,TUR
6149,2022,6,80652,TUR
6209,2022,7,52206,TUR
6267,2022,8,48336,TUR
6324,2022,9,62084,TUR
6379,2022,10,65222,TUR
6435,2022,11,82311,TUR
6486,2022,12,115220,TUR
6547,2023,1,50763,TUR
6603,2023,2,81079,TUR
6656,2023,3,103852,TUR
6711,2023,4,97599,TUR
6765,2023,5,111000,TUR
6823,2023,6,110791,TUR
6875,2023,7,113311,TUR
6932,2023,8,87454,TUR
6985,2023,9,94537,TUR
25,2014,1,33065,TWN
94,2014,2,15154,TWN
148,2014,3,25595,TWN
207,2014,4,23333,TWN
265,2014,5,26607,TWN
324,2014,6,24978,TWN
380,2014,7,29379,TWN
447,2014,8,15884,TWN
503,2014,9,22404,TWN
562,2014,10,24263,TWN
621,2014,11,21486,TWN
679,2014,12,19982,TWN
730,2015,1,41061,TWN
807,2015,2,14784,TWN
858,2015,3,26018,TWN
925,2015,4,19494,TWN
981,2015,5,23942,TWN
1041,2015,6,25585,TWN
1102,2015,7,27397,TWN
1172,2015,8,13327,TWN
1231,2015,9,16030,TWN
1286,2015,10,24690,TWN
1355,2015,11,18732,TWN
1417,2015,12,11533,TWN
1464,2016,1,38692,TWN
1539,2016,2,12009,TWN
1597,2016,3,20519,TWN
1655,2016,4,23035,TWN
1712,2016,5,27087,TWN
1774,2016,6,27873,TWN
1837,2016,7,26100,TWN
1904,2016,8,14024,TWN
1966,2016,9,15157,TWN
2017,2016,10,24422,TWN
2086,2016,11,17886,TWN
2147,2016,12,15660,TWN
2196,2017,1,36225,TWN
2270,2017,2,18345,TWN
2332,2017,3,23166,TWN
2391,2017,4,20878,TWN
2459,2017,5,19903,TWN
2521,2017,6,22516,TWN
2579,2017,7,23148,TWN
2647,2017,8,17005,TWN
2710,2017,9,15987,TWN
2766,2017,10,22908,TWN
2832,2017,11,20776,TWN
2896,2017,12,14913,TWN
2947,2018,1,34369,TWN
3018,2018,2,13629,TWN
3076,2018,3,24089,TWN
3143,2018,4,17945,TWN
3203,2018,5,21871,TWN
3264,2018,6,21749,TWN
3323,2018,7,22883,TWN
3394,2018,8,14401,TWN
3457,2018,9,13071,TWN
3515,2018,10,19625,TWN
3581,2018,11,15138,TWN
3642,2018,12,15792,TWN
3693,2019,1,25792,TWN
3766,2019,2,12006,TWN
3828,2019,3,16684,TWN
3883,2019,4,20877,TWN
3950,2019,5,18386,TWN
4008,2019,6,20180,TWN
4070,2019,7,21926,TWN
4140,2019,8,12229,TWN
4198,2019,9,15358,TWN
4260,2019,10,18106,TWN
4321,2019,11,17658,TWN
4380,2019,12,19873,TWN
4435,2020,1,21977,TWN
4509,2020,2,13116,TWN
4561,2020,3,16742,TWN
4606,2020,4,16299,TWN
4677,2020,5,16740,TWN
4743,2020,6,20055,TWN
4803,2020,7,23083,TWN
4875,2020,8,13568,TWN
4934,2020,9,17723,TWN
4996,2020,10,20486,TWN
5051,2020,11,25323,TWN
5118,2020,12,21758,TWN
5173,2021,1,31598,TWN
5242,2021,2,15621,TWN
5300,2021,3,23201,TWN
5359,2021,4,20651,TWN
5423,2021,5,18523,TWN
5486,2021,6,15275,TWN
5540,2021,7,18443,TWN
5601,2021,8,13371,TWN
5653,2021,9,19991,TWN
5709,2021,10,19986,TWN
5764,2021,11,20260,TWN
5824,2021,12,17860,TWN
5874,2022,1,25932,TWN
5942,2022,2,13544,TWN
5995,2022,3,21948,TWN
6052,2022,4,18007,TWN
6116,2022,5,14095,TWN
6170,2022,6,19030,TWN
6223,2022,7,21523,TWN
6285,2022,8,15272,TWN
6338,2022,9,19284,TWN
6393,2022,10,20026,TWN
6453,2022,11,19722,TWN
6511,2022,12,17180,TWN
6559,2023,1,20926,TWN
6620,2023,2,17762,TWN
6676,2023,3,23400,TWN
6730,2023,4,19151,TWN
6786,2023,5,21681,TWN
6844,2023,6,19323,TWN
6894,2023,7,20778,TWN
6951,2023,8,17142,TWN
7001,2023,9,20087,TWN
44,2014,1,9735,UKR
99,2014,2,12780,UKR
164,2014,3,8084,UKR
225,2014,4,6020,UKR
290,2014,5,4653,UKR
343,2014,6,5239,UKR
403,2014,7,5061,UKR
460,2014,8,5451,UKR
519,2014,9,5446,UKR
579,2014,10,5417,UKR
637,2014,11,5706,UKR
694,2014,12,6726,UKR
762,2015,1,2306,UKR
822,2015,2,2525,UKR
886,2015,3,1888,UKR
945,2015,4,2637,UKR
1006,2015,5,2511,UKR
1066,2015,6,2881,UKR
1124,2015,7,4509,UKR
1188,2015,8,2945,UKR
1248,2015,9,3671,UKR
1307,2015,10,4786,UKR
1367,2015,11,4653,UKR
1428,2015,12,4686,UKR
1492,2016,1,2773,UKR
1552,2016,2,3603,UKR
1612,2016,3,4484,UKR
1673,2016,4,5224,UKR
1735,2016,5,4103,UKR
1795,2016,6,4392,UKR
1854,2016,7,5177,UKR
1914,2016,8,5119,UKR
1975,2016,9,5191,UKR
2035,2016,10,5490,UKR
2096,2016,11,7121,UKR
2156,2016,12,7037,UKR
2224,2017,1,4333,UKR
2287,2017,2,4337,UKR
2348,2017,3,6624,UKR
2413,2017,4,5942,UKR
2477,2017,5,5697,UKR
2538,2017,6,6438,UKR
2599,2017,7,5812,UKR
2660,2017,8,5902,UKR
2720,2017,9,7128,UKR
2783,2017,10,6874,UKR
2846,2017,11,6623,UKR
2906,2017,12,8576,UKR
2972,2018,1,5878,UKR
3034,2018,2,5273,UKR
3097,2018,3,6187,UKR
3159,2018,4,6146,UKR
3221,2018,5,6239,UKR
3283,2018,6,6048,UKR
3344,2018,7,6198,UKR
3405,2018,8,6853,UKR
3464,2018,9,6301,UKR
3528,2018,10,6764,UKR
3590,2018,11,6782,UKR
3650,2018,12,6597,UKR
3716,2019,1,5258,UKR
3778,2019,2,5758,UKR
3839,2019,3,7327,UKR
3902,2019,4,6903,UKR
3965,2019,5,6946,UKR
4027,2019,6,6500,UKR
4087,2019,7,7617,UKR
4146,2019,8,8256,UKR
4207,2019,9,7156,UKR
4270,2019,10,8971,UKR
4332,2019,11,8565,UKR
4392,2019,12,9178,UKR
4457,2020,1,6434,UKR
4518,2020,2,6455,UKR
4581,2020,3,5786,UKR
4627,2020,4,3364,UKR
4694,2020,5,5442,UKR
4764,2020,6,6633,UKR
4824,2020,7,7614,UKR
4887,2020,8,6446,UKR
4950,2020,9,7200,UKR
5010,2020,10,7834,UKR
5073,2020,11,6618,UKR
5130,2020,12,9056,UKR
5197,2021,1,5735,UKR
5256,2021,2,6336,UKR
5315,2021,3,9024,UKR
5373,2021,4,10022,UKR
5436,2021,5,8444,UKR
5495,2021,6,8815,UKR
5551,2021,7,9765,UKR
5607,2021,8,8513,UKR
5663,2021,9,9437,UKR
5720,2021,10,7961,UKR
5776,2021,11,8677,UKR
5830,2021,12,10501,UKR
5893,2022,1,4620,UKR
5952,2022,2,4568,UKR
6018,2022,3,499,UKR
6076,2022,4,14,UKR
6132,2022,5,2631,UKR
6189,2022,6,2818,UKR
6244,2022,7,3573,UKR
6302,2022,8,2872,UKR
6358,2022,9,3350,UKR
6415,2022,10,3090,UKR
6470,2022,11,3060,UKR
6582,2023,1,2922,UKR
6637,2023,2,3683,UKR
6694,2023,3,4435,UKR
6746,2023,4,5059,UKR
6802,2023,5,5008,UKR
6856,2023,6,5477,UKR
6910,2023,7,5172,UKR
6964,2023,8,5672,UKR
7017,2023,9,5566,UKR
51,2014,1,4474,URY
109,2014,2,4786,URY
171,2014,3,4632,URY
230,2014,4,4738,URY
287,2014,5,5080,URY
344,2014,6,5052,URY
404,2014,7,4883,URY
462,2014,8,4367,URY
522,2014,9,4664,URY
582,2014,10,4635,URY
639,2014,11,4447,URY
697,2014,12,5725,URY
759,2015,1,4314,URY
819,2015,2,4286,URY
880,2015,3,5261,URY
943,2015,4,4378,URY
1005,2015,5,3966,URY
1064,2015,6,4278,URY
1126,2015,7,4032,URY
1185,2015,8,3611,URY
1246,2015,9,3962,URY
1308,2015,10,4160,URY
1368,2015,11,3878,URY
1427,2015,12,5499,URY
1491,2016,1,3425,URY
1554,2016,2,3010,URY
1614,2016,3,3969,URY
1676,2016,4,3460,URY
1737,2016,5,3362,URY
1797,2016,6,3740,URY
1858,2016,7,3529,URY
1917,2016,8,3808,URY
1979,2016,9,3753,URY
2040,2016,10,3965,URY
2099,2016,11,4940,URY
2158,2016,12,6153,URY
2225,2017,1,3999,URY
2288,2017,2,4025,URY
2352,2017,3,4949,URY
2415,2017,4,4026,URY
2478,2017,5,4919,URY
2540,2017,6,5134,URY
2604,2017,7,4056,URY
2663,2017,8,4573,URY
2726,2017,9,4589,URY
2788,2017,10,4539,URY
2850,2017,11,4798,URY
2907,2017,12,6787,URY
2974,2018,1,4205,URY
3038,2018,2,3575,URY
3100,2018,3,4266,URY
3162,2018,4,3980,URY
3224,2018,5,4024,URY
3286,2018,6,3174,URY
3348,2018,7,2907,URY
3409,2018,8,4063,URY
3470,2018,9,3586,URY
3533,2018,10,3662,URY
3593,2018,11,4202,URY
3654,2018,12,4127,URY
3720,2019,1,3105,URY
3782,2019,2,3268,URY
3844,2019,3,3268,URY
3906,2019,4,3076,URY
3969,2019,5,3497,URY
4029,2019,6,3419,URY
4092,2019,7,3694,URY
4153,2019,8,3541,URY
4215,2019,9,3586,URY
4277,2019,10,3746,URY
4338,2019,11,3864,URY
4399,2019,12,4417,URY
4464,2020,1,2523,URY
4526,2020,2,2373,URY
4588,2020,3,2035,URY
4640,2020,4,1110,URY
4708,2020,5,1351,URY
4772,2020,6,1944,URY
4835,2020,7,2460,URY
4895,2020,8,2767,URY
4957,2020,9,2840,URY
5019,2020,10,3127,URY
5077,2020,11,3496,URY
5137,2020,12,4295,URY
5200,2021,1,3737,URY
5261,2021,2,3765,URY
5321,2021,3,4860,URY
5381,2021,4,4258,URY
5439,2021,5,4665,URY
5500,2021,6,4356,URY
5559,2021,7,3999,URY
5613,2021,8,4007,URY
5669,2021,9,4594,URY
5725,2021,10,4110,URY
5780,2021,11,4190,URY
5836,2021,12,5094,URY
5898,2022,1,3433,URY
5955,2022,2,3562,URY
6010,2022,3,5977,URY
6068,2022,4,4377,URY
6127,2022,5,4609,URY
6185,2022,6,4332,URY
6241,2022,7,4191,URY
6297,2022,8,4335,URY
6354,2022,9,4912,URY
6410,2022,10,4861,URY
6466,2022,11,4874,URY
6522,2022,12,5647,URY
6579,2023,1,3954,URY
6635,2023,2,3778,URY
6692,2023,3,5441,URY
6750,2023,4,3989,URY
6805,2023,5,4832,URY
6858,2023,6,5125,URY
6913,2023,7,4852,URY
6965,2023,8,5155,URY
7018,2023,9,5148,URY
1,2014,1,1037833,USA
59,2014,2,1218843,USA
118,2014,3,1567685,USA
177,2014,4,1424325,USA
236,2014,5,1640206,USA
295,2014,6,1453303,USA
353,2014,7,1469701,USA
412,2014,8,1619528,USA
472,2014,9,1281205,USA
531,2014,10,1318779,USA
590,2014,11,1330139,USA
648,2014,12,1547487,USA
707,2015,1,1182228,USA
768,2015,2,1288784,USA
829,2015,3,1584901,USA
890,2015,4,1491668,USA
950,2015,5,1672811,USA
1012,2015,6,1520039,USA
1072,2015,7,1551620,USA
1133,2015,8,1616869,USA
1195,2015,9,1480813,USA
1256,2015,10,1493891,USA
1317,2015,11,1355651,USA
1378,2015,12,1685263,USA
1439,2016,1,1178852,USA
1500,2016,2,1377493,USA
1561,2016,3,1637628,USA
1622,2016,4,1541919,USA
1683,2016,5,1571097,USA
1744,2016,6,1550981,USA
1805,2016,7,1553174,USA
1866,2016,8,1547743,USA
1927,2016,9,1471240,USA
1988,2016,10,1400484,USA
2049,2016,11,1409272,USA
2110,2016,12,1730495,USA
2171,2017,1,1167665,USA
2234,2017,2,1360660,USA
2297,2017,3,1592839,USA
2360,2017,4,1456652,USA
2423,2017,5,1553432,USA
2486,2017,6,1512740,USA
2548,2017,7,1447541,USA
2610,2017,8,1522391,USA
2672,2017,9,1564857,USA
2734,2017,10,1390416,USA
2796,2017,11,1433410,USA
2858,2017,12,1652857,USA
2920,2018,1,1185557,USA
2982,2018,2,1337236,USA
3044,2018,3,1699858,USA
3106,2018,4,1395182,USA
3168,2018,5,1635190,USA
3230,2018,6,1595941,USA
3292,2018,7,1417903,USA
3354,2018,8,1537647,USA
3416,2018,9,1490817,USA
3478,2018,10,1405280,USA
3540,2018,11,1434518,USA
3602,2018,12,1687605,USA
3664,2019,1,1171356,USA
3725,2019,2,1301921,USA
3788,2019,3,1652738,USA
3850,2019,4,1377888,USA
3911,2019,5,1636925,USA
3974,2019,6,1555150,USA
4036,2019,7,1443416,USA
4097,2019,8,1696402,USA
4160,2019,9,1321375,USA
4222,2019,10,1390140,USA
4284,2019,11,1448925,USA
4346,2019,12,1579855,USA
4408,2020,1,1039349,USA
4469,2020,2,1220608,USA
4532,2020,3,897341,USA
4594,2020,4,646265,USA
4654,2020,5,997483,USA
4716,2020,6,1002426,USA
4778,2020,7,1100552,USA
4840,2020,8,1183270,USA
4902,2020,9,1210083,USA
4964,2020,10,1240982,USA
5025,2020,11,1111583,USA
5086,2020,12,1460452,USA
5148,2021,1,1145152,USA
5207,2021,2,1229092,USA
5268,2021,3,1645298,USA
5328,2021,4,1551128,USA
5388,2021,5,1625317,USA
5448,2021,6,1341865,USA
5508,2021,7,1328039,USA
5565,2021,8,1132041,USA
5621,2021,9,1050442,USA
5678,2021,10,1106275,USA
5734,2021,11,1069571,USA
5790,2021,12,1267795,USA
5846,2022,1,1030840,USA
5904,2022,2,1087493,USA
5962,2022,3,1288900,USA
6019,2022,4,1289270,USA
6078,2022,5,1151331,USA
6136,2022,6,1178657,USA
6194,2022,7,1181802,USA
6251,2022,8,1189413,USA
6308,2022,9,1153485,USA
6365,2022,10,1222912,USA
6421,2022,11,1174105,USA
6477,2022,12,1330669,USA
6532,2023,1,1097316,USA
6588,2023,2,1192705,USA
6644,2023,3,1421804,USA
6700,2023,4,1395298,USA
6755,2023,5,1414221,USA
6810,2023,6,1423904,USA
6865,2023,7,1348167,USA
6919,2023,8,1380585,USA
6972,2023,9,1377107,USA
48,2014,1,5096,UZB
101,2014,2,10918,UZB
154,2014,3,18000,UZB
215,2014,4,14915,UZB
275,2014,5,14389,UZB
335,2014,6,12559,UZB
393,2014,7,14981,UZB
450,2014,8,14129,UZB
508,2014,9,16134,UZB
570,2014,10,13806,UZB
626,2014,11,15084,UZB
686,2014,12,15160,UZB
748,2015,1,12474,UZB
804,2015,2,16579,UZB
868,2015,3,17980,UZB
929,2015,4,16191,UZB
990,2015,5,15332,UZB
1051,2015,6,17292,UZB
1114,2015,7,13780,UZB
1173,2015,8,12536,UZB
1235,2015,9,14026,UZB
1298,2015,10,11912,UZB
1354,2015,11,19213,UZB
1416,2015,12,12703,UZB
1484,2016,1,6225,UZB
1544,2016,2,7560,UZB
1605,2016,3,9895,UZB
1668,2016,4,9022,UZB
1731,2016,5,6600,UZB
1791,2016,6,7602,UZB
