,year,month,sales,iso_alpha
5815,2021,12,29253,EGY
5878,2022,1,20999,EGY
5929,2022,2,25425,EGY
5993,2022,3,23721,EGY
6055,2022,4,16484,EGY
6113,2022,5,17029,EGY
6172,2022,6,17841,EGY
6230,2022,7,12704,EGY
6288,2022,8,13181,EGY
6348,2022,9,11277,EGY
6405,2022,10,8863,EGY
6463,2022,11,7890,EGY
6518,2022,12,7801,EGY
6576,2023,1,5261,EGY
6633,2023,2,5975,EGY
6689,2023,3,6465,EGY
6745,2023,4,5074,EGY
6799,2023,5,7272,EGY
6854,2023,6,6228,EGY
6908,2023,7,6233,EGY
6962,2023,8,7940,EGY
7012,2023,9,9805,EGY
18,2014,1,62052,ESP
74,2014,2,78401,ESP
132,2014,3,90485,ESP
190,2014,4,92497,ESP
249,2014,5,94132,ESP
308,2014,6,101648,ESP
366,2014,7,95620,ESP
433,2014,8,52368,ESP
488,2014,9,66323,ESP
545,2014,10,90764,ESP
606,2014,11,73801,ESP
663,2014,12,86974,ESP
722,2015,1,78950,ESP
778,2015,2,99195,ESP
840,2015,3,130175,ESP
901,2015,4,97320,ESP
962,2015,5,109180,ESP
1023,2015,6,128530,ESP
1084,2015,7,119597,ESP
1150,2015,8,65989,ESP
1210,2015,9,84089,ESP
1268,2015,10,98107,ESP
1330,2015,11,97950,ESP
1391,2015,12,105255,ESP
1451,2016,1,89501,ESP
1509,2016,2,112324,ESP
1571,2016,3,129110,ESP
1634,2016,4,117738,ESP
1693,2016,5,131435,ESP
1754,2016,6,143490,ESP
1816,2016,7,124533,ESP
1881,2016,8,76121,ESP
1940,2016,9,95883,ESP
2000,2016,10,100271,ESP
2062,2016,11,111271,ESP
2123,2016,12,115744,ESP
2182,2017,1,100716,ESP
2244,2017,2,114340,ESP
2307,2017,3,147472,ESP
2371,2017,4,118651,ESP
2433,2017,5,147608,ESP
2496,2017,6,153237,ESP
2558,2017,7,130230,ESP
2624,2017,8,86908,ESP
2684,2017,9,100861,ESP
2746,2017,10,115262,ESP
2808,2017,11,125635,ESP
2871,2017,12,121306,ESP
2929,2018,1,120327,ESP
2990,2018,2,129990,ESP
3055,2018,3,149639,ESP
3117,2018,4,134895,ESP
3177,2018,5,158494,ESP
3239,2018,6,165745,ESP
3302,2018,7,152456,ESP
3363,2018,8,124803,ESP
3429,2018,9,85007,ESP
3490,2018,10,109335,ESP
3552,2018,11,111254,ESP
3614,2018,12,118884,ESP
3674,2019,1,112092,ESP
3736,2019,2,118385,ESP
3799,2019,3,144147,ESP
3861,2019,4,140759,ESP
3922,2019,5,147644,ESP
3983,2019,6,152097,ESP
4047,2019,7,137461,ESP
4110,2019,8,90576,ESP
4172,2019,9,95790,ESP
4233,2019,10,112289,ESP
4296,2019,11,111112,ESP
4357,2019,12,122991,ESP
4422,2020,1,74585,ESP
4482,2020,2,79488,ESP
4547,2020,3,35226,ESP
4629,2020,4,2855,ESP
4667,2020,5,32605,ESP
4729,2020,6,73771,ESP
4788,2020,7,104194,ESP
4852,2020,8,60105,ESP
4915,2020,9,64263,ESP
4977,2020,10,67932,ESP
5038,2020,11,69101,ESP
5098,2020,12,92244,ESP
5162,2021,1,51597,ESP
5220,2021,2,71244,ESP
5279,2021,3,103657,ESP
5339,2021,4,94215,ESP
5398,2021,5,111554,ESP
5459,2021,6,112046,ESP
5519,2021,7,97411,ESP
5581,2021,8,55708,ESP
5635,2021,9,69529,ESP
5691,2021,10,69307,ESP
5748,2021,11,76791,ESP
5802,2021,12,96945,ESP
5861,2022,1,49500,ESP
5919,2022,2,71760,ESP
5977,2022,3,69828,ESP
6032,2022,4,78659,ESP
6088,2022,5,96117,ESP
6146,2022,6,99810,ESP
6204,2022,7,84728,ESP
6266,2022,8,60775,ESP
6322,2022,9,76744,ESP
6378,2022,10,76508,ESP
6434,2022,11,83564,ESP
6491,2022,12,86284,ESP
6546,2023,1,73606,ESP
6600,2023,2,85183,ESP
6655,2023,3,113090,ESP
6712,2023,4,85270,ESP
6768,2023,5,103622,ESP
6821,2023,6,116197,ESP
6878,2023,7,94042,ESP
6936,2023,8,65377,ESP
6986,2023,9,80338,ESP
2228,2017,1,2044,EST
2292,2017,2,1651,EST
2355,2017,3,2348,EST
2418,2017,4,2340,EST
2480,2017,5,2591,EST
2543,2017,6,2728,EST
2606,2017,7,2068,EST
2668,2017,8,2079,EST
2730,2017,9,1975,EST
2792,2017,10,2150,EST
2853,2017,11,2107,EST
2915,2017,12,1534,EST
2977,2018,1,2503,EST
3040,2018,2,1992,EST
3102,2018,3,2331,EST
3164,2018,4,2468,EST
3226,2018,5,2648,EST
3287,2018,6,2630,EST
3350,2018,7,2257,EST
3412,2018,8,2726,EST
3475,2018,9,1572,EST
3536,2018,10,1777,EST
3598,2018,11,2121,EST
3660,2018,12,1274,EST
3721,2019,1,2327,EST
3784,2019,2,1844,EST
3846,2019,3,2334,EST
3908,2019,4,2583,EST
3970,2019,5,2945,EST
4031,2019,6,2532,EST
4094,2019,7,2542,EST
4156,2019,8,2626,EST
4219,2019,9,1776,EST
4281,2019,10,2090,EST
4342,2019,11,2052,EST
4404,2019,12,1918,EST
4466,2020,1,2048,EST
4529,2020,2,1470,EST
4590,2020,3,1497,EST
4645,2020,4,747,EST
4712,2020,5,941,EST
4774,2020,6,1428,EST
4837,2020,7,1777,EST
4899,2020,8,1233,EST
4960,2020,9,1473,EST
5022,2020,10,1322,EST
5083,2020,11,1321,EST
5144,2020,12,1266,EST
5204,2021,1,2008,EST
5263,2021,2,1724,EST
5323,2021,3,2169,EST
5383,2021,4,2406,EST
5443,2021,5,2209,EST
5503,2021,6,2646,EST
5561,2021,7,2310,EST
5618,2021,8,1514,EST
5673,2021,9,1780,EST
5731,2021,10,1346,EST
5787,2021,11,1448,EST
5842,2021,12,1026,EST
5900,2022,1,2196,EST
5959,2022,2,1787,EST
6016,2022,3,2516,EST
6074,2022,4,2177,EST
6133,2022,5,2562,EST
6191,2022,6,2332,EST
6247,2022,7,1873,EST
6304,2022,8,2117,EST
6360,2022,9,2228,EST
6418,2022,10,1998,EST
6474,2022,11,1806,EST
6528,2022,12,1371,EST
6585,2023,1,2129,EST
6641,2023,2,1875,EST
6697,2023,3,2691,EST
6753,2023,4,2229,EST
6807,2023,5,2622,EST
6862,2023,6,2807,EST
6917,2023,7,2239,EST
6970,2023,8,2150,EST
7022,2023,9,2221,EST
39,2014,1,13805,FIN
103,2014,2,9306,FIN
162,2014,3,10545,FIN
219,2014,4,10221,FIN
278,2014,5,11156,FIN
339,2014,6,10334,FIN
398,2014,7,8834,FIN
456,2014,8,8560,FIN
515,2014,9,9488,FIN
574,2014,10,9916,FIN
634,2014,11,8161,FIN
691,2014,12,8125,FIN
750,2015,1,11349,FIN
811,2015,2,8959,FIN
871,2015,3,12225,FIN
932,2015,4,10676,FIN
993,2015,5,10144,FIN
1055,2015,6,10079,FIN
1117,2015,7,9769,FIN
1176,2015,8,9598,FIN
1238,2015,9,9585,FIN
1299,2015,10,10361,FIN
1360,2015,11,10050,FIN
1421,2015,12,9127,FIN
1480,2016,1,13020,FIN
1541,2016,2,10761,FIN
1602,2016,3,12809,FIN
1663,2016,4,12344,FIN
1724,2016,5,11637,FIN
1786,2016,6,12086,FIN
1849,2016,7,9222,FIN
1908,2016,8,10714,FIN
1970,2016,9,10954,FIN
2031,2016,10,10394,FIN
2092,2016,11,10356,FIN
2153,2016,12,9659,FIN
2211,2017,1,14430,FIN
2276,2017,2,10527,FIN
2338,2017,3,12885,FIN
2400,2017,4,10790,FIN
2464,2017,5,12639,FIN
2528,2017,6,12375,FIN
2593,2017,7,9805,FIN
2653,2017,8,11146,FIN
2715,2017,9,10670,FIN
2778,2017,10,9980,FIN
2839,2017,11,11286,FIN
2904,2017,12,9383,FIN
2960,2018,1,12881,FIN
3021,2018,2,12816,FIN
3086,2018,3,13374,FIN
3148,2018,4,12722,FIN
3210,2018,5,14332,FIN
3275,2018,6,13082,FIN
3337,2018,7,10444,FIN
3397,2018,8,13055,FIN
3462,2018,9,8308,FIN
3524,2018,10,9492,FIN
3584,2018,11,10190,FIN
3648,2018,12,7403,FIN
3705,2019,1,13412,FIN
3771,2019,2,9273,FIN
3833,2019,3,10744,FIN
3894,2019,4,11150,FIN
3956,2019,5,12318,FIN
4019,2019,6,12255,FIN
4083,2019,7,10096,FIN
4141,2019,8,11654,FIN
4206,2019,9,9575,FIN
4266,2019,10,10701,FIN
4329,2019,11,9838,FIN
4391,2019,12,9575,FIN
4452,2020,1,11024,FIN
4517,2020,2,8167,FIN
4571,2020,3,9701,FIN
4621,2020,4,6291,FIN
4696,2020,5,5341,FIN
4761,2020,6,7921,FIN
4823,2020,7,8746,FIN
4885,2020,8,8606,FIN
4947,2020,9,8643,FIN
5011,2020,10,7771,FIN
5071,2020,11,7799,FIN
5131,2020,12,8774,FIN
5190,2021,1,10692,FIN
5252,2021,2,9007,FIN
5312,2021,3,11770,FIN
5375,2021,4,9713,FIN
5431,2021,5,10896,FIN
5493,2021,6,11065,FIN
5553,2021,7,7903,FIN
5606,2021,8,8721,FIN
5664,2021,9,7651,FIN
5721,2021,10,7363,FIN
5778,2021,11,7747,FIN
5832,2021,12,7751,FIN
5889,2022,1,8777,FIN
5950,2022,2,7279,FIN
6008,2022,3,8501,FIN
6066,2022,4,7104,FIN
6122,2022,5,8550,FIN
6182,2022,6,8279,FIN
6239,2022,7,6112,FIN
6295,2022,8,8465,FIN
6352,2022,9,7889,FIN
6409,2022,10,7149,FIN
6464,2022,11,7440,FIN
6519,2022,12,7362,FIN
6574,2023,1,8067,FIN
6631,2023,2,6924,FIN
6688,2023,3,8663,FIN
6742,2023,4,8070,FIN
6795,2023,5,10567,FIN
6850,2023,6,10292,FIN
6907,2023,7,7063,FIN
6960,2023,8,8850,FIN
7013,2023,9,8583,FIN
7,2014,1,154618,FRA
66,2014,2,172249,FRA
126,2014,3,213598,FRA
184,2014,4,200322,FRA
245,2014,5,177814,FRA
301,2014,6,232811,FRA
362,2014,7,173934,FRA
422,2014,8,100971,FRA
479,2014,9,185344,FRA
538,2014,10,198056,FRA
597,2014,11,165282,FRA
654,2014,12,201172,FRA
713,2015,1,159338,FRA
773,2015,2,177734,FRA
834,2015,3,235046,FRA
896,2015,4,205451,FRA
958,2015,5,170542,FRA
1017,2015,6,268884,FRA
1080,2015,7,176402,FRA
1143,2015,8,110464,FRA
1200,2015,9,202549,FRA
1261,2015,10,198166,FRA
1323,2015,11,183564,FRA
1382,2015,12,225108,FRA
1444,2016,1,168374,FRA
1504,2016,2,203042,FRA
1566,2016,3,253558,FRA
1626,2016,4,221073,FRA
1688,2016,5,215208,FRA
1749,2016,6,275945,FRA
1812,2016,7,164429,FRA
1874,2016,8,120021,FRA
1932,2016,9,207209,FRA
1993,2016,10,191213,FRA
2054,2016,11,201673,FRA
2114,2016,12,239198,FRA
2176,2017,1,186932,FRA
2238,2017,2,199485,FRA
2302,2017,3,274385,FRA
2364,2017,4,211992,FRA
2427,2017,5,231509,FRA
2489,2017,6,281523,FRA
2555,2017,7,181058,FRA
2617,2017,8,135610,FRA
2677,2017,9,208271,FRA
2738,2017,10,219726,FRA
2800,2017,11,222431,FRA
2862,2017,12,237004,FRA
2924,2018,1,193066,FRA
2986,2018,2,207760,FRA
3049,2018,3,283224,FRA
3110,2018,4,229270,FRA
3172,2018,5,232816,FRA
3234,2018,6,305349,FRA
3297,2018,7,212599,FRA
3360,2018,8,178142,FRA
3422,2018,9,188087,FRA
3483,2018,10,220613,FRA
3545,2018,11,215480,FRA
3607,2018,12,210951,FRA
3669,2019,1,194602,FRA
3730,2019,2,214261,FRA
3793,2019,3,277940,FRA
3854,2019,4,236045,FRA
3917,2019,5,240788,FRA
3978,2019,6,284555,FRA
4041,2019,7,215793,FRA
4104,2019,8,157813,FRA
4166,2019,9,212612,FRA
4227,2019,10,234998,FRA
4289,2019,11,213713,FRA
4351,2019,12,258884,FRA
4417,2020,1,99484,FRA
4475,2020,2,126209,FRA
4545,2020,3,54246,FRA
4607,2020,4,15809,FRA
4659,2020,5,82015,FRA
4720,2020,6,198301,FRA
4786,2020,7,141171,FRA
4849,2020,8,83803,FRA
4911,2020,9,133756,FRA
4973,2020,10,131040,FRA
5034,2020,11,103847,FRA
5093,2020,12,155981,FRA
5153,2021,1,162006,FRA
5212,2021,2,170300,FRA
5273,2021,3,231148,FRA
5332,2021,4,180822,FRA
5392,2021,5,176978,FRA
5452,2021,6,245666,FRA
5514,2021,7,148368,FRA
5573,2021,8,110221,FRA
5626,2021,9,168992,FRA
5683,2021,10,149032,FRA
5739,2021,11,154371,FRA
5795,2021,12,197481,FRA
5850,2022,1,132889,FRA
5908,2022,2,145794,FRA
5967,2022,3,183294,FRA
6028,2022,4,138117,FRA
6083,2022,5,157310,FRA
6140,2022,6,209202,FRA
6201,2022,7,134271,FRA
6258,2022,8,111260,FRA
6314,2022,9,174010,FRA
6371,2022,10,154728,FRA
6427,2022,11,164377,FRA
6482,2022,12,192512,FRA
6537,2023,1,140039,FRA
6592,2023,2,154280,FRA
6649,2023,3,220554,FRA
6704,2023,4,163530,FRA
6759,2023,5,177473,FRA
6814,2023,6,235178,FRA
6871,2023,7,160942,FRA
6925,2023,8,139552,FRA
6977,2023,9,190482,FRA
6,2014,1,174365,GBR
73,2014,2,82037,GBR
121,2014,3,518362,GBR
185,2014,4,200032,GBR
242,2014,5,220936,GBR
300,2014,6,261845,GBR
359,2014,7,200645,GBR
425,2014,8,87045,GBR
474,2014,9,479991,GBR
536,2014,10,214679,GBR
596,2014,11,199870,GBR
655,2014,12,195702,GBR
712,2015,1,189739,GBR
780,2015,2,92975,GBR
831,2015,3,560815,GBR
895,2015,4,214969,GBR
955,2015,5,230876,GBR
1015,2015,6,298382,GBR
1078,2015,7,207499,GBR
1144,2015,8,96504,GBR
1196,2015,9,528006,GBR
1260,2015,10,211673,GBR
1321,2015,11,212265,GBR
1384,2015,12,214327,GBR
1443,2016,1,191007,GBR
1513,2016,2,97511,GBR
1563,2016,3,583065,GBR
1627,2016,4,217892,GBR
1687,2016,5,232428,GBR
1747,2016,6,292866,GBR
1809,2016,7,203315,GBR
1876,2016,8,97188,GBR
1928,2016,9,529932,GBR
1992,2016,10,207994,GBR
2053,2016,11,214318,GBR
2115,2016,12,204845,GBR
2175,2017,1,196182,GBR
2246,2017,2,96655,GBR
2299,2017,3,625964,GBR
2366,2017,4,175688,GBR
2430,2017,5,213629,GBR
2490,2017,6,281382,GBR
2552,2017,7,187126,GBR
2622,2017,8,92421,GBR
2674,2017,9,484263,GBR
2740,2017,10,183538,GBR
2802,2017,11,190408,GBR
2864,2017,12,181017,GBR
2926,2018,1,184535,GBR
2995,2018,2,95233,GBR
3046,2018,3,534700,GBR
3113,2018,4,192349,GBR
3173,2018,5,220949,GBR
3235,2018,6,270905,GBR
3298,2018,7,187769,GBR
3365,2018,8,111009,GBR
3418,2018,9,393720,GBR
3484,2018,10,182661,GBR
3546,2018,11,188065,GBR
3609,2018,12,170110,GBR
3670,2019,1,183434,GBR
3738,2019,2,96666,GBR
3790,2019,3,525292,GBR
3857,2019,4,186197,GBR
3919,2019,5,213325,GBR
3979,2019,6,264049,GBR
4042,2019,7,183536,GBR
4107,2019,8,116050,GBR
4162,2019,9,385500,GBR
4229,2019,10,169442,GBR
4290,2019,11,183346,GBR
4353,2019,12,177487,GBR
4413,2020,1,145037,GBR
4484,2020,2,77326,GBR
4534,2020,3,248205,GBR
4622,2020,4,5762,GBR
4672,2020,5,22180,GBR
4721,2020,6,146508,GBR
4782,2020,7,172527,GBR
4848,2020,8,89608,GBR
4905,2020,9,322413,GBR
4972,2020,10,141240,GBR
5033,2020,11,116979,GBR
5094,2020,12,135610,GBR
5156,2021,1,105657,GBR
5222,2021,2,63237,GBR
5271,2021,3,318737,GBR
5337,2021,4,159864,GBR
5393,2021,5,173452,GBR
5453,2021,6,206426,GBR
5517,2021,7,139481,GBR
5574,2021,8,83728,GBR
5623,2021,9,233716,GBR
5686,2021,10,124723,GBR
5741,2021,11,136837,GBR
5798,2021,12,128032,GBR
5851,2022,1,132704,GBR
5918,2022,2,75251,GBR
5965,2022,3,284159,GBR
6025,2022,4,140941,GBR
6085,2022,5,146454,GBR
6141,2022,6,167583,GBR
6202,2022,7,130872,GBR
6262,2022,8,84477,GBR
6311,2022,9,260281,GBR
6370,2022,10,156668,GBR
6426,2022,11,167073,GBR
6484,2022,12,150300,GBR
6536,2023,1,153820,GBR
6598,2023,2,91930,GBR
6647,2023,3,334712,GBR
6705,2023,4,155190,GBR
6760,2023,5,170117,GBR
6815,2023,6,211646,GBR
6870,2023,7,170942,GBR
6929,2023,8,102050,GBR
6975,2023,9,317030,GBR
46,2014,1,6791,GRC
110,2014,2,4701,GRC
167,2014,3,6201,GRC
226,2014,4,5811,GRC
282,2014,5,7854,GRC
340,2014,6,8383,GRC
399,2014,7,8059,GRC
464,2014,8,4056,GRC
521,2014,9,5362,GRC
577,2014,10,6504,GRC
638,2014,11,5321,GRC
693,2014,12,7029,GRC
752,2015,1,6508,GRC
816,2015,2,5624,GRC
876,2015,3,7046,GRC
936,2015,4,8368,GRC
995,2015,5,9484,GRC
1056,2015,6,9376,GRC
1121,2015,7,5721,GRC
1183,2015,8,4748,GRC
1244,2015,9,5487,GRC
1305,2015,10,5377,GRC
1364,2015,11,6310,GRC
1424,2015,12,7390,GRC
1485,2016,1,6217,GRC
1553,2016,2,3569,GRC
1609,2016,3,6654,GRC
1665,2016,4,10266,GRC
1723,2016,5,14057,GRC
1789,2016,6,9519,GRC
1852,2016,7,7548,GRC
1915,2016,8,4602,GRC
1977,2016,9,4988,GRC
2036,2016,10,5473,GRC
2097,2016,11,6430,GRC
2159,2016,12,5169,GRC
2219,2017,1,7109,GRC
2284,2017,2,5721,GRC
2345,2017,3,9964,GRC
2406,2017,4,8880,GRC
2466,2017,5,11429,GRC
2529,2017,6,10730,GRC
2597,2017,7,8989,GRC
2661,2017,8,5605,GRC
2722,2017,9,6455,GRC
2784,2017,10,6837,GRC
2845,2017,11,7067,GRC
2908,2017,12,5915,GRC
2964,2018,1,9505,GRC
3031,2018,2,7383,GRC
3091,2018,3,11691,GRC
3150,2018,4,11033,GRC
3212,2018,5,13108,GRC
3273,2018,6,13139,GRC
3339,2018,7,9771,GRC
3401,2018,8,8157,GRC
3466,2018,9,5400,GRC
3527,2018,10,7725,GRC
3589,2018,11,7507,GRC
3652,2018,12,5905,GRC
3709,2019,1,9853,GRC
3773,2019,2,8198,GRC
3835,2019,3,10135,GRC
3891,2019,4,12913,GRC
3953,2019,5,14539,GRC
4016,2019,6,13880,GRC
4080,2019,7,12540,GRC
4144,2019,8,10377,GRC
4210,2019,9,6389,GRC
4271,2019,10,7899,GRC
4333,2019,11,8197,GRC
4395,2019,12,7273,GRC
4456,2020,1,7872,GRC
4520,2020,2,5873,GRC
4584,2020,3,3226,GRC
4634,2020,4,2056,GRC
4702,2020,5,3508,GRC
4763,2020,6,6667,GRC
4826,2020,7,7554,GRC
4892,2020,8,5613,GRC
4953,2020,9,5648,GRC
5015,2020,10,5443,GRC
5074,2020,11,6224,GRC
5135,2020,12,4832,GRC
5192,2021,1,8464,GRC
5255,2021,2,7374,GRC
5313,2021,3,10039,GRC
5370,2021,4,11169,GRC
5430,2021,5,11719,GRC
5488,2021,6,14736,GRC
5548,2021,7,11497,GRC
5610,2021,8,7175,GRC
5665,2021,9,7579,GRC
5722,2021,10,7235,GRC
5777,2021,11,8009,GRC
5835,2021,12,6314,GRC
5892,2022,1,6051,GRC
5948,2022,2,9260,GRC
6007,2022,3,9133,GRC
6060,2022,4,10108,GRC
6119,2022,5,12779,GRC
6177,2022,6,12110,GRC
6233,2022,7,11617,GRC
6294,2022,8,9735,GRC
6350,2022,9,9318,GRC
6406,2022,10,8681,GRC
6462,2022,11,8900,GRC
6520,2022,12,7249,GRC
6570,2023,1,11561,GRC
6626,2023,2,10753,GRC
6682,2023,3,14331,GRC
6739,2023,4,10944,GRC
6793,2023,5,13745,GRC
6848,2023,6,14551,GRC
6901,2023,7,13309,GRC
6957,2023,8,10862,GRC
7010,2023,9,12119,GRC
55,2014,1,2080,HRV
114,2014,2,2185,HRV
173,2014,3,3064,HRV
231,2014,4,4665,HRV
288,2014,5,4870,HRV
347,2014,6,4269,HRV
408,2014,7,3060,HRV
470,2014,8,1573,HRV
526,2014,9,1994,HRV
585,2014,10,2495,HRV
644,2014,11,1973,HRV
704,2014,12,1733,HRV
761,2015,1,2424,HRV
823,2015,2,2214,HRV
884,2015,3,3466,HRV
944,2015,4,3746,HRV
1002,2015,5,5000,HRV
1063,2015,6,4725,HRV
1127,2015,7,3324,HRV
1189,2015,8,1729,HRV
1250,2015,9,2189,HRV
1311,2015,10,2482,HRV
1371,2015,11,2308,HRV
1433,2015,12,2108,HRV
1494,2016,1,2427,HRV
1555,2016,2,2583,HRV
1613,2016,3,4117,HRV
1674,2016,4,4924,HRV
1733,2016,5,6090,HRV
1793,2016,6,6244,HRV
1857,2016,7,3578,HRV
1921,2016,8,2365,HRV
1981,2016,9,2586,HRV
2044,2016,10,1941,HRV
2102,2016,11,2760,HRV
2163,2016,12,3378,HRV
2226,2017,1,2799,HRV
2290,2017,2,2589,HRV
2351,2017,3,5364,HRV
2411,2017,4,6219,HRV
2472,2017,5,8063,HRV
2537,2017,6,6661,HRV
2603,2017,7,4155,HRV
2666,2017,8,2505,HRV
2728,2017,9,2787,HRV
2789,2017,10,3600,HRV
2851,2017,11,3422,HRV
2914,2017,12,2093,HRV
2975,2018,1,3718,HRV
3037,2018,2,3829,HRV
3096,2018,3,6282,HRV
3157,2018,4,7027,HRV
3216,2018,5,8739,HRV
3279,2018,6,8548,HRV
3345,2018,7,5693,HRV
3410,2018,8,3180,HRV
3472,2018,9,2884,HRV
3532,2018,10,3964,HRV
3595,2018,11,3439,HRV
3658,2018,12,2336,HRV
3719,2019,1,3564,HRV
3781,2019,2,3560,HRV
3842,2019,3,5044,HRV
3898,2019,4,8649,HRV
3960,2019,5,9161,HRV
4023,2019,6,8227,HRV
4089,2019,7,6203,HRV
4154,2019,8,3400,HRV
4216,2019,9,3551,HRV
4276,2019,10,4082,HRV
4339,2019,11,3454,HRV
4400,2019,12,4061,HRV
4463,2020,1,2897,HRV
4525,2020,2,2791,HRV
4587,2020,3,2120,HRV
4643,2020,4,841,HRV
4707,2020,5,1700,HRV
4768,2020,6,3254,HRV
4833,2020,7,4003,HRV
4897,2020,8,2033,HRV
4958,2020,9,2414,HRV
5020,2020,10,2420,HRV
5080,2020,11,2035,HRV
5142,2020,12,1600,HRV
5202,2021,1,2892,HRV
5262,2021,2,3417,HRV
5322,2021,3,4144,HRV
5382,2021,4,4144,HRV
5441,2021,5,4457,HRV
5496,2021,6,6875,HRV
5555,2021,7,5587,HRV
5616,2021,8,2811,HRV
5672,2021,9,2744,HRV
5729,2021,10,2808,HRV
5784,2021,11,2516,HRV
5840,2021,12,2444,HRV
5899,2022,1,2944,HRV
5956,2022,2,2869,HRV
6013,2022,3,3767,HRV
6069,2022,4,4240,HRV
6128,2022,5,4034,HRV
6183,2022,6,4752,HRV
6240,2022,7,5069,HRV
6301,2022,8,3164,HRV
6359,2022,9,3331,HRV
6416,2022,10,2988,HRV
6471,2022,11,2633,HRV
6525,2022,12,2657,HRV
6580,2023,1,3335,HRV
6638,2023,2,3640,HRV
6690,2023,3,6132,HRV
6744,2023,4,6095,HRV
6800,2023,5,7035,HRV
6853,2023,6,7053,HRV
6912,2023,7,5159,HRV
6966,2023,8,3460,HRV
52,2014,1,4342,HUN
108,2014,2,4919,HUN
168,2014,3,6131,HUN
228,2014,4,5462,HUN
285,2014,5,5701,HUN
342,2014,6,6205,HUN
402,2014,7,6093,HUN
461,2014,8,4734,HUN
518,2014,9,5448,HUN
578,2014,10,6076,HUN
636,2014,11,5864,HUN
696,2014,12,6034,HUN
757,2015,1,4760,HUN
814,2015,2,5969,HUN
878,2015,3,6255,HUN
938,2015,4,6712,HUN
999,2015,5,5833,HUN
1060,2015,6,7321,HUN
1120,2015,7,6978,HUN
1182,2015,8,4971,HUN
1243,2015,9,6240,HUN
1300,2015,10,8144,HUN
1363,2015,11,6554,HUN
1425,2015,12,7055,HUN
1488,2016,1,5522,HUN
1547,2016,2,6574,HUN
1608,2016,3,7422,HUN
1669,2016,4,8005,HUN
1730,2016,5,8437,HUN
1788,2016,6,9662,HUN
1851,2016,7,8015,HUN
1913,2016,8,7133,HUN
1972,2016,9,8126,HUN
2034,2016,10,7886,HUN
2093,2016,11,9335,HUN
2152,2016,12,9685,HUN
2221,2017,1,6365,HUN
2281,2017,2,7934,HUN
2346,2017,3,9848,HUN
2407,2017,4,8568,HUN
2467,2017,5,10853,HUN
2530,2017,6,10716,HUN
2595,2017,7,9264,HUN
2657,2017,8,8833,HUN
2716,2017,9,9518,HUN
2777,2017,10,10273,HUN
2837,2017,11,12252,HUN
2902,2017,12,10778,HUN
2967,2018,1,8806,HUN
3027,2018,2,9878,HUN
3089,2018,3,12630,HUN
3149,2018,4,11941,HUN
3213,2018,5,12757,HUN
3272,2018,6,14055,HUN
3336,2018,7,11963,HUN
3398,2018,8,12811,HUN
3461,2018,9,8803,HUN
3521,2018,10,10823,HUN
3583,2018,11,11267,HUN
3646,2018,12,9592,HUN
3710,2019,1,9654,HUN
3769,2019,2,11156,HUN
3830,2019,3,13313,HUN
3892,2019,4,12336,HUN
3954,2019,5,14175,HUN
4018,2019,6,13504,HUN
4077,2019,7,15201,HUN
4136,2019,8,15534,HUN
4205,2019,9,9603,HUN
4264,2019,10,12364,HUN
4324,2019,11,14137,HUN
4383,2019,12,16047,HUN
4455,2020,1,7996,HUN
4515,2020,2,8761,HUN
4573,2020,3,9070,HUN
4625,2020,4,4875,HUN
4698,2020,5,5118,HUN
4760,2020,6,8187,HUN
4822,2020,7,9525,HUN
4884,2020,8,8635,HUN
4946,2020,9,9047,HUN
5008,2020,10,9445,HUN
5067,2020,11,10482,HUN
5128,2020,12,10050,HUN
5191,2021,1,8815,HUN
5250,2021,2,10827,HUN
5311,2021,3,12360,HUN
5371,2021,4,10456,HUN
5432,2021,5,10638,HUN
5492,2021,6,11309,HUN
5550,2021,7,10503,HUN
5603,2021,8,9587,HUN
5662,2021,9,9465,HUN
5719,2021,10,9076,HUN
5775,2021,11,9440,HUN
5831,2021,12,8715,HUN
5890,2022,1,8088,HUN
5947,2022,2,9337,HUN
6005,2022,3,11004,HUN
6065,2022,4,9008,HUN
6121,2022,5,10046,HUN
6180,2022,6,9424,HUN
6237,2022,7,8873,HUN
6293,2022,8,9899,HUN
6349,2022,9,9330,HUN
6407,2022,10,8111,HUN
6461,2022,11,9405,HUN
6517,2022,12,7919,HUN
6573,2023,1,8281,HUN
6627,2023,2,9715,HUN
6685,2023,3,11454,HUN
6741,2023,4,8518,HUN
6797,2023,5,8965,HUN
6851,2023,6,9325,HUN
6906,2023,7,8528,HUN
12,2014,1,98785,IDN
69,2014,2,108142,IDN
130,2014,3,111744,IDN
189,2014,4,102449,IDN
250,2014,5,94087,IDN
307,2014,6,104257,IDN
368,2014,7,89474,IDN
423,2014,8,96146,IDN
483,2014,9,101056,IDN
542,2014,10,106281,IDN
604,2014,11,90706,IDN
665,2014,12,78880,IDN
719,2015,1,93586,IDN
783,2015,2,81434,IDN
843,2015,3,87879,IDN
905,2015,4,78388,IDN
968,2015,5,70297,IDN
1029,2015,6,74069,IDN
1094,2015,7,52622,IDN
1147,2015,8,88263,IDN
1209,2015,9,84294,IDN
1271,2015,10,82835,IDN
1334,2015,11,78763,IDN
1398,2015,12,68375,IDN
1454,2016,1,76226,IDN
1515,2016,2,78290,IDN
1576,2016,3,84493,IDN
