,year,month,sales,iso_alpha,consumer_price,populations,gdp
3587,2018,11,8095,KWT,126.373617690082,4420447.5,136526944070.28967
3645,2018,12,10699,KWT,126.4875649023285,4430773.75,136359384897.32683
3712,2019,1,9416,KWT,126.601512114575,4441100.0,136191825724.364
3772,2019,2,9060,KWT,126.82324723029775,4434378.666666667,133671574187.39458
3834,2019,3,10613,KWT,127.0449823460205,4427657.333333333,131151322650.42517
3900,2019,4,8572,KWT,127.26671746174324,4420936.0,128631071113.45575
3961,2019,5,9151,KWT,127.48845257746599,4414214.666666667,126110819576.48633
4022,2019,6,8791,KWT,127.71018769318874,4407493.333333333,123590568039.51692
4085,2019,7,8459,KWT,127.9319228089115,4400772.0,121070316502.5475
4147,2019,8,8170,KWT,128.15365792463425,4394050.666666667,118550064965.5781
4203,2019,9,10069,KWT,128.37539304035698,4387329.333333333,116029813428.60867
4268,2019,10,10082,KWT,128.59712815607975,4380608.0,113509561891.63925
4327,2019,11,10749,KWT,128.81886327180248,4373886.666666667,110989310354.66983
4389,2019,12,10706,KWT,129.04059838752525,4367165.333333333,108469058817.70042
4453,2020,1,8456,KWT,129.262333503248,4360444.0,105948807280.731
4516,2020,2,8260,KWT,129.262333503248,4360444.0,105948807280.731
4582,2020,3,4976,KWT,129.262333503248,4360444.0,105948807280.731
4636,2020,4,1669,KWT,129.262333503248,4360444.0,105948807280.731
4710,2020,5,1253,KWT,129.262333503248,4360444.0,105948807280.731
4765,2020,6,6071,KWT,129.262333503248,4360444.0,105948807280.731
4827,2020,7,7386,KWT,129.262333503248,4360444.0,105948807280.731
4886,2020,8,7798,KWT,129.262333503248,4360444.0,105948807280.731
4948,2020,9,8620,KWT,129.262333503248,4360444.0,105948807280.731
5009,2020,10,8830,KWT,129.262333503248,4360444.0,105948807280.731
5070,2020,11,8772,KWT,129.262333503248,4360444.0,105948807280.731
5129,2020,12,9705,KWT,129.262333503248,4360444.0,105948807280.731
756,2015,1,4840,LAO,125.804029263158,6787419.0,14426381187.0894
817,2015,2,5414,LAO,125.97144426205759,6796081.0,14550224035.571259
877,2015,3,6286,LAO,126.13885926095716,6804743.0,14674066884.053116
942,2015,4,4912,LAO,126.30627425985675,6813405.0,14797909732.534975
1003,2015,5,4530,LAO,126.47368925875634,6822067.0,14921752581.016832
1065,2015,6,4090,LAO,126.64110425765591,6830729.0,15045595429.498692
1128,2015,7,3188,LAO,126.8085192565555,6839391.0,15169438277.980549
1186,2015,8,3320,LAO,126.97593425545509,6848053.0,15293281126.462408
1249,2015,9,3587,LAO,127.14334925435466,6856715.0,15417123974.944267
1310,2015,10,3530,LAO,127.31076425325425,6865377.0,15540966823.426125
1370,2015,11,3736,LAO,127.47817925215384,6874039.0,15664809671.907984
1429,2015,12,4242,LAO,127.64559425105341,6882701.0,15788652520.389843
1493,2016,1,2770,LAO,127.813009249953,6891363.0,15912495368.8717
1550,2016,2,4008,LAO,127.813009249953,6891363.0,15912495368.8717
1616,2016,3,3520,LAO,127.813009249953,6891363.0,15912495368.8717
1677,2016,4,2732,LAO,127.813009249953,6891363.0,15912495368.8717
1738,2016,5,3189,LAO,127.813009249953,6891363.0,15912495368.8717
1800,2016,6,2386,LAO,127.813009249953,6891363.0,15912495368.8717
1861,2016,7,1928,LAO,127.813009249953,6891363.0,15912495368.8717
1920,2016,8,2631,LAO,127.813009249953,6891363.0,15912495368.8717
1982,2016,9,2279,LAO,127.813009249953,6891363.0,15912495368.8717
2042,2016,10,2217,LAO,127.813009249953,6891363.0,15912495368.8717
2103,2016,11,2473,LAO,127.813009249953,6891363.0,15912495368.8717
2166,2016,12,2918,LAO,127.813009249953,6891363.0,15912495368.8717
53,2014,1,3758,LUX,108.684138684139,556319.0,68804811897.6445
111,2014,2,4415,LUX,108.7271362271365,557426.0833333334,68077042924.185585
169,2014,3,5116,LUX,108.770133770134,558533.1666666666,67349273950.72667
227,2014,4,5604,LUX,108.81313131313149,559640.25,66621504977.267746
286,2014,5,5468,LUX,108.856128856129,560747.3333333334,65893736003.80883
346,2014,6,4748,LUX,108.8991263991265,561854.4166666666,65165967030.349915
405,2014,7,4807,LUX,108.942123942124,562961.5,64438198056.891
466,2014,8,3169,LUX,108.9851214851215,564068.5833333334,63710429083.43208
525,2014,9,3877,LUX,109.028119028119,565175.6666666666,62982660109.97317
581,2014,10,4891,LUX,109.0711165711165,566282.75,62254891136.51425
642,2014,11,3776,LUX,109.114114114114,567389.8333333334,61527122163.05533
700,2014,12,3924,LUX,109.1571116571115,568496.9166666666,60799353189.59641
760,2015,1,3608,LUX,109.200109200109,569604.0,60071584216.1375
820,2015,2,4103,LUX,109.22657505990824,570638.1666666666,60250359317.78844
881,2015,3,5232,LUX,109.2530409197075,571672.3333333334,60429134419.43938
939,2015,4,5399,LUX,109.27950677950675,572706.5,60607909521.090324
1004,2015,5,4523,LUX,109.30597263930599,573740.6666666666,60786684622.741264
1062,2015,6,4951,LUX,109.33243849910525,574774.8333333334,60965459724.392204
1123,2015,7,4721,LUX,109.3589043589045,575809.0,61144234826.04315
1187,2015,8,2945,LUX,109.38537021870374,576843.1666666666,61323009927.69409
1247,2015,9,3749,LUX,109.411836078503,577877.3333333334,61501785029.34503
1306,2015,10,4812,LUX,109.43830193830225,578911.5,61680560130.99597
1369,2015,11,3809,LUX,109.46476779810149,579945.6666666666,61859335232.64691
1431,2015,12,2924,LUX,109.49123365790075,580979.8333333334,62038110334.29786
1489,2016,1,3889,LUX,109.5176995177,582014.0,62216885435.9488
1548,2016,2,4812,LUX,109.67566050899424,583207.5,62508160011.535034
1611,2016,3,5585,LUX,109.8336215002885,584401.0,62799434587.12126
1671,2016,4,5673,LUX,109.99158249158275,585594.5,63090709162.7075
1734,2016,5,5419,LUX,110.149543482877,586788.0,63381983738.29373
1794,2016,6,5638,LUX,110.30750447417125,587981.5,63673258313.87997
1856,2016,7,4562,LUX,110.4654654654655,589175.0,63964532889.4662
1919,2016,8,3722,LUX,110.62342645675974,590368.5,64255807465.05243
1978,2016,9,3959,LUX,110.781387448054,591562.0,64547082040.638664
2038,2016,10,4705,LUX,110.93934843934825,592755.5,64838356616.2249
2101,2016,11,4285,LUX,111.0973094306425,593949.0,65129631191.81113
2162,2016,12,3443,LUX,111.25527042193676,595142.5,65420905767.39736
2223,2017,1,4611,LUX,111.413231413231,596336.0,65712180342.9836
2286,2017,2,4436,LUX,111.555115721782,597303.8333333334,66152861961.10672
2350,2017,3,5790,LUX,111.697000030333,598271.6666666666,66593543579.22985
2414,2017,4,5317,LUX,111.838884338884,599239.5,67034225197.352974
2476,2017,5,6063,LUX,111.980768647435,600207.3333333334,67474906815.4761
2539,2017,6,5716,LUX,112.122652955986,601175.1666666666,67915588433.59923
2601,2017,7,4965,LUX,112.26453726453701,602143.0,68356270051.72235
2665,2017,8,3906,LUX,112.40642157308801,603110.8333333334,68796951669.84547
2727,2017,9,4412,LUX,112.54830588163901,604078.6666666666,69237633287.9686
2786,2017,10,5256,LUX,112.69019019019001,605046.5,69678314906.09174
2849,2017,11,4939,LUX,112.83207449874101,606014.3333333334,70118996524.21486
2912,2017,12,3220,LUX,112.97395880729201,606982.1666666666,70559678142.33798
2973,2018,1,4866,LUX,113.115843115843,607950.0,71000359760.4611
3035,2018,2,4960,LUX,113.28017411350734,608954.25,70907871890.72136
3098,2018,3,5874,LUX,113.44450511117168,609958.5,70815384020.98163
3160,2018,4,5905,LUX,113.608836108836,610962.75,70722896151.24188
3222,2018,5,5888,LUX,113.77316710650034,611967.0,70630408281.50214
3282,2018,6,6195,LUX,113.93749810416467,612971.25,70537920411.76239
3346,2018,7,5450,LUX,114.101829101829,613975.5,70445432542.02264
3408,2018,8,4656,LUX,114.26616009949333,614979.75,70352944672.28291
3471,2018,9,3019,LUX,114.43049109715767,615984.0,70260456802.54317
3531,2018,10,4888,LUX,114.594822094822,616988.25,70167968932.80342
3594,2018,11,4070,LUX,114.75915309248634,617992.5,70075481063.06369
3656,2018,12,2986,LUX,114.92348409015067,618996.75,69982993193.32394
3717,2019,1,4719,LUX,115.087815087815,620001.0,69890505323.5842
3779,2019,2,5529,LUX,115.16645433312092,620869.1666666666,70207910438.3033
3841,2019,3,6312,LUX,115.24509357842683,621737.3333333334,70525315553.0224
3904,2019,4,6220,LUX,115.32373282373275,622605.5,70842720667.7415
3967,2019,5,6052,LUX,115.40237206903866,623473.6666666666,71160125782.4606
4028,2019,6,5843,LUX,115.48101131434458,624341.8333333334,71477530897.1797
4091,2019,7,5328,LUX,115.55965055965049,625210.0,71794936011.8988
4152,2019,8,4239,LUX,115.63828980495641,626078.1666666666,72112341126.61789
4214,2019,9,3771,LUX,115.71692905026234,626946.3333333334,72429746241.33699
4275,2019,10,5458,LUX,115.79556829556824,627814.5,72747151356.05609
4337,2019,11,4453,LUX,115.87420754087417,628682.6666666666,73064556470.77519
4401,2019,12,3454,LUX,115.95284678618007,629550.8333333334,73381961585.4943
4462,2020,1,3998,LUX,116.031486031486,630419.0,73699366700.2134
4524,2020,2,4244,LUX,116.27582127582124,631222.75,74689761641.35182
4585,2020,3,2672,LUX,116.52015652015649,632026.5,75680156582.49026
4639,2020,4,1110,LUX,116.76449176449175,632830.25,76670551523.6287
4705,2020,5,2670,LUX,117.008827008827,633634.0,77660946464.76714
4767,2020,6,4338,LUX,117.25316225316224,634437.75,78651341405.90556
4832,2020,7,5055,LUX,117.4974974974975,635241.5,79641736347.044
4894,2020,8,3214,LUX,117.74183274183275,636045.25,80632131288.18243
4955,2020,9,3683,LUX,117.986167986168,636849.0,81622526229.32086
5017,2020,10,3649,LUX,118.23050323050325,637652.75,82612921170.4593
5078,2020,11,3477,LUX,118.47483847483849,638456.5,83603316111.59773
5139,2020,12,2988,LUX,118.71917371917375,639260.25,84593711052.73618
5199,2021,1,4239,LUX,118.963508963509,640064.0,85584105993.8746
5260,2021,2,4244,LUX,123.75318871063867,641150.5833333334,85255581149.86497
5320,2021,3,5577,LUX,128.54286845776835,642237.1666666666,84927056305.85535
5379,2021,4,4818,LUX,133.33254820489802,643323.75,84598531461.84573
5440,2021,5,4521,LUX,138.12222795202769,644410.3333333334,84270006617.8361
5499,2021,6,4914,LUX,142.91190769915738,645496.9166666666,83941481773.82648
5557,2021,7,4364,LUX,147.70158744628705,646583.5,83612956929.81685
5615,2021,8,3120,LUX,152.49126719341672,647670.0833333334,83284432085.80722
5671,2021,9,3294,LUX,157.2809469405464,648756.6666666666,82955907241.79759
5728,2021,10,3342,LUX,162.07062668767605,649843.25,82627382397.78796
5783,2021,11,3552,LUX,166.86030643480575,650929.8333333334,82298857553.77835
5838,2021,12,3638,LUX,171.64998618193542,652016.4166666666,81970332709.76872
5897,2022,1,3675,LUX,176.4396659290651,653103.0,81641807865.7591
5953,2022,2,4098,LUX,176.74578791497575,3643733.5040353932,108992996758.26843
6011,2022,3,4807,LUX,177.05190990088644,6634364.0080707865,136344185650.77777
6071,2022,4,3702,LUX,177.3580318867971,9624994.51210618,163695374543.2871
6129,2022,5,3844,LUX,177.66415387270777,12615625.016141573,191046563435.79645
6187,2022,6,4020,LUX,177.97027585861846,15606255.520176966,218397752328.3058
6242,2022,7,4061,LUX,178.27639784452913,18596886.02421236,245748941220.8151
6300,2022,8,3253,LUX,178.5825198304398,21587516.52824775,273100130113.32443
6355,2022,9,3966,LUX,178.88864181635049,24578147.032283146,300451319005.83374
6412,2022,10,3909,LUX,179.19476380226115,27568777.53631854,327802507898.34314
6467,2022,11,3914,LUX,179.50088578817181,30559408.04035393,355153696790.8524
6523,2022,12,3460,LUX,179.8070077740825,33550038.544389326,382504885683.36176
6578,2023,1,4241,LUX,180.11312975999317,36540669.04842472,409856074575.8711
6634,2023,2,4654,LUX,180.11312975999317,36540669.04842472,409856074575.8711
6691,2023,3,5804,LUX,180.11312975999317,36540669.04842472,409856074575.8711
6747,2023,4,4822,LUX,180.11312975999317,36540669.04842472,409856074575.8711
6803,2023,5,4943,LUX,180.11312975999317,36540669.04842472,409856074575.8711
6857,2023,6,5380,LUX,180.11312975999317,36540669.04842472,409856074575.8711
14,2014,1,87437,MEX,116.247985177591,118755887.0,1364507717463.67
72,2014,2,82155,MEX,116.5115426725185,118872054.5,1351906613302.3298
133,2014,3,88087,MEX,116.775100167446,118988222.0,1339305509140.99
192,2014,4,79416,MEX,117.03865766237351,119104389.5,1326704404979.65
251,2014,5,90992,MEX,117.302215157301,119220557.0,1314103300818.31
309,2014,6,86999,MEX,117.5657726522285,119336724.5,1301502196656.97
365,2014,7,99190,MEX,117.829330147156,119452892.0,1288901092495.63
421,2014,8,107033,MEX,118.0928876420835,119569059.5,1276299988334.29
485,2014,9,91899,MEX,118.356445137011,119685227.0,1263698884172.95
543,2014,10,100923,MEX,118.62000263193849,119801394.5,1251097780011.61
601,2014,11,111645,MEX,118.883560126866,119917562.0,1238496675850.27
659,2014,12,133273,MEX,119.1471176217935,120033729.5,1225895571688.9302
717,2015,1,103697,MEX,119.410675116721,120149897.0,1213294467527.59
779,2015,2,97558,MEX,119.69146014926208,120264007.33333333,1204872720016.8843
842,2015,3,104902,MEX,119.97224518180316,120378117.66666667,1196450972506.1785
902,2015,4,94796,MEX,120.25303021434425,120492228.0,1188029224995.4727
963,2015,5,101982,MEX,120.53381524688533,120606338.33333333,1179607477484.7668
1025,2015,6,106892,MEX,120.81460027942641,120720448.66666667,1171185729974.061
1085,2015,7,111714,MEX,121.0953853119675,120834559.0,1162763982463.355
1142,2015,8,112038,MEX,121.37617034450858,120948669.33333333,1154342234952.6492
1206,2015,9,111330,MEX,121.65695537704967,121062779.66666667,1145920487441.9434
1267,2015,10,119867,MEX,121.93774040959075,121176890.0,1137498739931.2375
1328,2015,11,126211,MEX,122.21852544213183,121291000.33333333,1129076992420.5317
1386,2015,12,160663,MEX,122.49931047467291,121405110.66666667,1120655244909.826
1448,2016,1,119693,MEX,122.780095507214,121519221.0,1112233497399.12
1511,2016,2,110770,MEX,123.39823775467508,121629224.08333333,1118774162279.0967
1573,2016,3,116863,MEX,124.01638000213617,121739227.16666667,1125314827159.0735
1633,2016,4,118407,MEX,124.63452224959725,121849230.25,1131855492039.05
1694,2016,5,121587,MEX,125.25266449705833,121959233.33333333,1138396156919.0269
1755,2016,6,134536,MEX,125.87080674451941,122069236.41666667,1144936821799.0034
1815,2016,7,131764,MEX,126.4889489919805,122179239.5,1151477486678.98
1872,2016,8,134043,MEX,127.10709123944159,122289242.58333333,1158018151558.9568
1936,2016,9,131443,MEX,127.72523348690267,122399245.66666667,1164558816438.9333
1998,2016,10,137383,MEX,128.34337573436375,122509248.75,1171099481318.9102
2059,2016,11,154616,MEX,128.96151798182484,122619251.83333333,1177640146198.8867
2117,2016,12,192567,MEX,129.5796602292859,122729254.91666667,1184180811078.8635
2179,2017,1,123260,MEX,130.197802476747,122839258.0,1190721475958.84
2243,2017,2,117976,MEX,130.7293729963789,122937141.58333333,1196186368210.9075
2309,2017,3,137012,MEX,131.26094351601083,123035025.16666667,1201651260462.975
2372,2017,4,114477,MEX,131.79251403564274,123132908.75,1207116152715.0425
2435,2017,5,122916,MEX,132.32408455527468,123230792.33333333,1212581044967.11
2499,2017,6,127410,MEX,132.8556550749066,123328675.91666667,1218045937219.1775
2560,2017,7,122110,MEX,133.3872255945385,123426559.5,1223510829471.245
2619,2017,8,125331,MEX,133.91879611417042,123524443.08333333,1228975721723.3125
2683,2017,9,116356,MEX,134.45036663380233,123622326.66666667,1234440613975.38
2745,2017,10,123318,MEX,134.98193715343427,123720210.25,1239905506227.4475
2807,2017,11,141434,MEX,135.5135076730662,123818093.83333333,1245370398479.515
2866,2017,12,158717,MEX,136.0450781926981,123915977.41666667,1250835290731.5825
2932,2018,1,109145,MEX,136.57664871233,124013861.0,1256300182983.65
2993,2018,2,109484,MEX,136.99047156713368,124103148.5,1260376207731.8115
3056,2018,3,118600,MEX,137.40429442193735,124192436.0,1264452232479.9731
3118,2018,4,109265,MEX,137.81811727674102,124281723.5,1268528257228.135
3180,2018,5,114492,MEX,138.23194013154466,124371011.0,1272604281976.2966
3243,2018,6,119713,MEX,138.64576298634833,124460298.5,1276680306724.4583
3304,2018,7,114312,MEX,139.059585841152,124549586.0,1280756331472.62
3364,2018,8,118715,MEX,139.47340869595567,124638873.5,1284832356220.7817
3427,2018,9,114659,MEX,139.88723155075934,124728161.0,1288908380968.9434
3489,2018,10,117325,MEX,140.30105440556298,124817448.5,1292984405717.105
3551,2018,11,133791,MEX,140.71487726036665,124906736.0,1297060430465.2666
3612,2018,12,141963,MEX,141.12870011517032,124996023.5,1301136455213.4285
3675,2019,1,111498,MEX,141.542522969974,125085311.0,1305212479961.59
3737,2019,2,103989,MEX,141.94318670039766,125161393.58333333,1289839866496.48
3800,2019,3,117513,MEX,142.34385043082133,125237476.16666667,1274467253031.37
3862,2019,4,98346,MEX,142.74451416124498,125313558.75,1259094639566.26
3924,2019,5,102402,MEX,143.14517789166865,125389641.33333333,1243722026101.1501
3987,2019,6,106762,MEX,143.54584162209233,125465723.91666667,1228349412636.04
4048,2019,7,106088,MEX,143.946505352516,125541806.5,1212976799170.9302
4108,2019,8,108058,MEX,144.34716908293967,125617889.08333333,1197604185705.82
4171,2019,9,100735,MEX,144.74783281336335,125693971.66666667,1182231572240.71
4234,2019,10,107094,MEX,145.14849654378702,125770054.25,1166858958775.6
4295,2019,11,124797,MEX,145.54916027421066,125846136.83333333,1151486345310.49
4356,2019,12,130448,MEX,145.94982400463434,125922219.41666667,1136113731845.38
4418,2020,1,99171,MEX,146.350487735058,125998302.0,1120741118380.27
4479,2020,2,97988,MEX,147.04433643123434,126057205.0,1136725817923.6875
4542,2020,3,82333,MEX,147.73818512741067,126116108.0,1152710517467.105
4603,2020,4,32905,MEX,148.432033823587,126175011.0,1168695217010.5225
4666,2020,5,39244,MEX,149.12588251976334,126233914.0,1184679916553.94
4730,2020,6,58285,MEX,149.81973121593967,126292817.0,1200664616097.3574
4791,2020,7,68540,MEX,150.513579912116,126351720.0,1216649315640.775
4850,2020,8,73036,MEX,151.20742860829233,126410623.0,1232634015184.1926
4913,2020,9,72856,MEX,151.90127730446866,126469526.0,1248618714727.61
4976,2020,10,79321,MEX,152.595126000645,126528429.0,1264603414271.0276
5037,2020,11,89258,MEX,153.28897469682133,126587332.0,1280588113814.445
5096,2020,12,97465,MEX,153.98282339299766,126646235.0,1296572813357.8625
