,year,month,sales,iso_alpha,consumer_price,populations,gdp
591,2014,11,415570,JPN,103.45842854631734,127163500.0,4520274610862.365
649,2014,12,431171,JPN,103.52654245034266,127152250.0,4482602631413.272
708,2015,1,400934,JPN,103.594656354368,127141000.0,4444930651964.18
769,2015,2,481545,JPN,103.5836702408155,127135583.33333333,4491492899929.185
830,2015,3,694389,JPN,103.572684127263,127130166.66666667,4538055147894.189
891,2015,4,319147,JPN,103.5616980137105,127124750.0,4584617395859.195
952,2015,5,335157,JPN,103.55071190015799,127119333.33333333,4631179643824.2
1013,2015,6,441938,JPN,103.5397257866055,127113916.66666667,4677741891789.205
1074,2015,7,424466,JPN,103.528739673053,127108500.0,4724304139754.21
1135,2015,8,326464,JPN,103.51775355950049,127103083.33333333,4770866387719.215
1197,2015,9,478421,JPN,103.506767445948,127097666.66666667,4817428635684.22
1257,2015,10,379528,JPN,103.4957813323955,127092250.0,4863990883649.225
1318,2015,11,388171,JPN,103.48479521884299,127086833.33333333,4910553131614.23
1379,2015,12,368741,JPN,103.4738091052905,127081416.66666667,4957115379579.235
1440,2016,1,382332,JPN,103.462822991738,127076000.0,5003677627544.24
1501,2016,2,450652,JPN,103.50457022323741,127067333.33333333,4997607606011.505
1562,2016,3,634519,JPN,103.54631745473682,127058666.66666667,4991537584478.7705
1624,2016,4,324209,JPN,103.58806468623624,127050000.0,4985467562946.035
1684,2016,5,331045,JPN,103.62981191773567,127041333.33333333,4979397541413.3
1745,2016,6,420044,JPN,103.67155914923508,127032666.66666667,4973327519880.565
1806,2016,7,414931,JPN,103.7133063807345,127024000.0,4967257498347.83
1867,2016,8,335949,JPN,103.75505361223391,127015333.33333333,4961187476815.095
1929,2016,9,475657,JPN,103.79680084373332,127006666.66666667,4955117455282.36
1989,2016,10,378117,JPN,103.83854807523275,126998000.0,4949047433749.625
2050,2016,11,416874,JPN,103.88029530673217,126989333.33333333,4942977412216.89
2111,2016,12,396586,JPN,103.92204253823158,126980666.66666667,4936907390684.155
2172,2017,1,401112,JPN,103.963789769731,126972000.0,4930837369151.42
2235,2017,2,484061,JPN,104.04948145544024,126958583.33333333,4940007666665.873
2298,2017,3,689820,JPN,104.1351731411495,126945166.66666667,4949177964180.326
2361,2017,4,354247,JPN,104.22086482685874,126931750.0,4958348261694.78
2424,2017,5,372014,JPN,104.306556512568,126918333.33333333,4967518559209.233
2487,2017,6,476598,JPN,104.39224819827724,126904916.66666667,4976688856723.687
2549,2017,7,426926,JPN,104.4779398839865,126891500.0,4985859154238.141
2612,2017,8,354690,JPN,104.56363156969574,126878083.33333333,4995029451752.594
2673,2017,9,494147,JPN,104.649323255405,126864666.66666667,5004199749267.047
2735,2017,10,371742,JPN,104.73501494111424,126851250.0,5013370046781.5
2797,2017,11,406103,JPN,104.8207066268235,126837833.33333333,5022540344295.953
2859,2017,12,393131,JPN,104.90639831253274,126824416.66666667,5031710641810.407
2921,2018,1,399005,JPN,104.992089998242,126811000.0,5040880939324.86
2983,2018,2,473179,JPN,105.03310482217124,126796166.66666667,5047307015465.831
3045,2018,3,665861,JPN,105.0741196461005,126781333.33333333,5053733091606.802
3108,2018,4,365567,JPN,105.11513447002974,126766500.0,5060159167747.772
3170,2018,5,371235,JPN,105.15614929395899,126751666.66666667,5066585243888.743
3231,2018,6,452740,JPN,105.19716411788825,126736833.33333333,5073011320029.714
3293,2018,7,440785,JPN,105.2381789418175,126722000.0,5079437396170.686
3356,2018,8,362926,JPN,105.27919376574674,126707166.66666667,5085863472311.656
3417,2018,9,484839,JPN,105.320208589676,126692333.33333333,5092289548452.627
3479,2018,10,418630,JPN,105.36122341360525,126677500.0,5098715624593.598
3541,2018,11,441559,JPN,105.40223823753449,126662666.66666667,5105141700734.568
3603,2018,12,386993,JPN,105.44325306146375,126647833.33333333,5111567776875.539
3665,2019,1,407767,JPN,105.484267885393,126633000.0,5117993853016.51
3727,2019,2,479175,JPN,105.4820706626825,126602000.0,5112226831564.253
3789,2019,3,640311,JPN,105.479873439972,126571000.0,5106459810111.996
3851,2019,4,378383,JPN,105.47767621726149,126540000.0,5100692788659.74
3913,2019,5,395774,JPN,105.475478994551,126509000.0,5094925767207.483
3975,2019,6,449915,JPN,105.4732817718405,126478000.0,5089158745755.227
4037,2019,7,459120,JPN,105.47108454913,126447000.0,5083391724302.97
4099,2019,8,388298,JPN,105.46888732641949,126416000.0,5077624702850.713
4161,2019,9,547307,JPN,105.466690103709,126385000.0,5071857681398.456
4224,2019,10,314378,JPN,105.4644928809985,126354000.0,5066090659946.199
4285,2019,11,385468,JPN,105.462295658288,126323000.0,5060323638493.943
4347,2019,12,344068,JPN,105.46009843557749,126292000.0,5054556617041.687
4409,2020,1,357221,JPN,105.457901212867,126261000.0,5048789595589.43
4470,2020,2,426814,JPN,105.43739380090241,126212716.08333333,5045185190689.668
4533,2020,3,575804,JPN,105.41688638893783,126164432.16666667,5041580785789.906
4595,2020,4,268305,JPN,105.39637897697325,126116148.25,5037976380890.145
4655,2020,5,215933,JPN,105.37587156500867,126067864.33333333,5034371975990.383
4717,2020,6,343375,JPN,105.35536415304408,126019580.41666667,5030767571090.621
4779,2020,7,393111,JPN,105.3348567410795,125971296.5,5027163166190.859
4841,2020,8,323418,JPN,105.31434932911492,125923012.58333333,5023558761291.099
4903,2020,9,463515,JPN,105.29384191715033,125874728.66666667,5019954356391.337
4966,2020,10,401550,JPN,105.27333450518574,125826444.75,5016349951491.575
5026,2020,11,406872,JPN,105.25282709322116,125778160.83333333,5012745546591.813
5087,2020,12,373368,JPN,105.23231968125658,125729876.91666667,5009141141692.052
5149,2021,1,383989,JPN,105.211812269292,125681593.0,5005536736792.29
5209,2021,2,431548,JPN,110.8393558117666,125635209.33333333,4941089835066.821
5269,2021,3,610871,JPN,116.4668993542412,125588825.66666667,4876642933341.354
5329,2021,4,349208,JPN,122.0944428967158,125542442.0,4812196031615.885
5389,2021,5,318124,JPN,127.72198643919042,125496058.33333333,4747749129890.417
5449,2021,6,363958,JPN,133.34952998166503,125449674.66666667,4683302228164.948
5509,2021,7,376234,JPN,138.97707352413963,125403291.0,4618855326439.48
5566,2021,8,318284,JPN,144.60461706661422,125356907.33333333,4554408424714.012
5622,2021,9,316767,JPN,150.23216060908882,125310523.66666667,4489961522988.543
5680,2021,10,278036,JPN,155.85970415156345,125264140.0,4425514621263.075
5735,2021,11,350957,JPN,161.48724769403805,125217756.33333333,4361067719537.6064
5791,2021,12,334319,JPN,167.11479123651264,125171372.66666667,4296620817812.138
5848,2022,1,327278,JPN,172.74233477898724,125124989.0,4232173916086.67
5906,2022,2,351555,JPN,173.0484567648979,117856448.82681896,3913172360096.5776
5963,2022,3,507638,JPN,173.3545787508086,110587908.6536379,3594170804106.486
6022,2022,4,296935,JPN,173.66070073671926,103319368.48045686,3275169248116.3936
6080,2022,5,258845,JPN,173.96682272262993,96050828.30727582,2956167692126.302
6138,2022,6,324030,JPN,174.27294470854062,88782288.13409477,2637166136136.2095
6196,2022,7,346601,JPN,174.57906669445129,81513747.96091372,2318164580146.117
6253,2022,8,286909,JPN,174.88518868036195,74245207.78773268,1999163024156.0254
6309,2022,9,390949,JPN,175.19131066627264,66976667.614551626,1680161468165.933
6367,2022,10,355405,JPN,175.4974326521833,59708127.44137058,1361159912175.8408
6422,2022,11,372575,JPN,175.80355463809397,52439587.268189535,1042158356185.749
6478,2022,12,339168,JPN,176.10967662400466,45171047.09500849,723156800195.6567
6534,2023,1,379637,JPN,176.41579860991533,37902506.921827435,404155244205.56445
6589,2023,2,422534,JPN,176.41579860991533,37902506.921827435,404155244205.56445
6645,2023,3,566470,JPN,176.41579860991533,37902506.921827435,404155244205.56445
6702,2023,4,345784,JPN,176.41579860991533,37902506.921827435,404155244205.56445
6757,2023,5,322886,JPN,176.41579860991533,37902506.921827435,404155244205.56445
6811,2023,6,387445,JPN,176.41579860991533,37902506.921827435,404155244205.56445
6866,2023,7,374907,JPN,176.41579860991533,37902506.921827435,404155244205.56445
6921,2023,8,335873,JPN,176.41579860991533,37902506.921827435,404155244205.56445
6973,2023,9,432237,JPN,176.41579860991533,37902506.921827435,404155244205.56445
43,2014,1,10211,KAZ,128.703513631541,17288285.0,221415613595.469
102,2014,2,9934,KAZ,129.418437637487,17309495.083333332,218330012854.6834
160,2014,3,11771,KAZ,130.133361643433,17330705.166666668,215244412113.89783
217,2014,4,12897,KAZ,130.848285649379,17351915.25,212158811373.11224
277,2014,5,12079,KAZ,131.563209655325,17373125.333333332,209073210632.32666
333,2014,6,13730,KAZ,132.278133661271,17394335.416666668,205987609891.54108
392,2014,7,15003,KAZ,132.993057667217,17415545.5,202902009150.7555
451,2014,8,13788,KAZ,133.707981673163,17436755.583333332,199816408409.9699
510,2014,9,13718,KAZ,134.422905679109,17457965.666666668,196730807669.18433
569,2014,10,13870,KAZ,135.137829685055,17479175.75,193645206928.39874
630,2014,11,12629,KAZ,135.852753691001,17500385.833333332,190559606187.61316
687,2014,12,11892,KAZ,136.56767769694702,17521595.916666668,187474005446.82758
751,2015,1,7379,KAZ,137.282601702893,17542806.0,184388404706.042
812,2015,2,8511,KAZ,138.94669836202377,17563743.416666668,180462564320.88608
874,2015,3,7695,KAZ,140.6107950211545,17584680.833333332,176536723935.73016
935,2015,4,8607,KAZ,142.27489168028524,17605618.25,172610883550.57425
996,2015,5,9080,KAZ,143.938988339416,17626555.666666668,168685043165.41833
1057,2015,6,8169,KAZ,145.60308499854676,17647493.083333332,164759202780.26242
1118,2015,7,7921,KAZ,147.2671816576775,17668430.5,160833362395.1065
1181,2015,8,5920,KAZ,148.93127831680823,17689367.916666668,156907522009.9506
1240,2015,9,6883,KAZ,150.595374975939,17710305.333333332,152981681624.79468
1303,2015,10,6804,KAZ,152.25947163506976,17731242.75,149055841239.63873
1365,2015,11,5599,KAZ,153.9235682942005,17752180.166666668,145130000854.48285
1426,2015,12,5654,KAZ,155.58766495333123,17773117.583333332,141204160469.3269
1490,2016,1,3640,KAZ,157.251761612462,17794055.0,137278320084.171
1551,2016,2,3635,KAZ,158.22672310754467,17814365.083333332,139738942479.42618
1615,2016,3,3673,KAZ,159.20168460262732,17834675.166666668,142199564874.68134
1675,2016,4,3992,KAZ,160.17664609770998,17854985.25,144660187269.9365
1736,2016,5,3650,KAZ,161.15160759279266,17875295.333333332,147120809665.19168
1796,2016,6,3937,KAZ,162.12656908787534,17895605.416666668,149581432060.44684
1859,2016,7,3393,KAZ,163.101530582958,17915915.5,152042054455.702
1918,2016,8,3798,KAZ,164.07649207804064,17936225.583333332,154502676850.95718
1980,2016,9,3356,KAZ,165.05145357312333,17956535.666666668,156963299246.21234
2039,2016,10,3996,KAZ,166.026415068206,17976845.75,159423921641.4675
2100,2016,11,4438,KAZ,167.00137656328866,17997155.833333332,161884544036.72266
2160,2016,12,4758,KAZ,167.9763380583713,18017465.916666668,164345166431.97784
2227,2017,1,2466,KAZ,168.951299553454,18037776.0,166805788827.233
2289,2017,2,2843,KAZ,169.79874955248616,18057665.666666668,167850304565.83734
2354,2017,3,2805,KAZ,170.64619955151832,18077555.333333332,168894820304.44165
2416,2017,4,3653,KAZ,171.4936495505505,18097445.0,169939336043.046
2479,2017,5,3821,KAZ,172.34109954958265,18117334.666666668,170983851781.65033
2541,2017,6,4588,KAZ,173.18854954861482,18137224.333333332,172028367520.25467
2602,2017,7,4270,KAZ,174.035999547647,18157114.0,173072883258.859
2662,2017,8,4884,KAZ,174.88344954667917,18177003.666666668,174117398997.46332
2725,2017,9,4901,KAZ,175.73089954571134,18196893.333333332,175161914736.06766
2787,2017,10,5020,KAZ,176.5783495447435,18216783.0,176206430474.672
2848,2017,11,4952,KAZ,177.42579954377567,18236672.666666668,177250946213.2763
2910,2017,12,5004,KAZ,178.27324954280783,18256562.333333332,178295461951.88065
2976,2018,1,3276,KAZ,179.12069954184,18276452.0,179339977690.485
3036,2018,2,4233,KAZ,179.9036774361275,18296220.416666668,179533911620.81964
3099,2018,3,4446,KAZ,180.686655330415,18315988.833333332,179727845551.15433
3161,2018,4,4777,KAZ,181.4696332247025,18335757.25,179921779481.48898
3223,2018,5,5415,KAZ,182.25261111899,18355525.666666668,180115713411.82367
3284,2018,6,5781,KAZ,183.0355890132775,18375294.083333332,180309647342.15833
3347,2018,7,5387,KAZ,183.818566907565,18395062.5,180503581272.49298
3406,2018,8,5650,KAZ,184.6015448018525,18414830.916666668,180697515202.82767
3465,2018,9,5732,KAZ,185.38452269614,18434599.333333332,180891449133.16232
3529,2018,10,6028,KAZ,186.1675005904275,18454367.75,181085383063.497
3591,2018,11,5765,KAZ,186.950478484715,18474136.166666668,181279316993.83167
3651,2018,12,5938,KAZ,187.7334563790025,18493904.583333332,181473250924.16635
3718,2019,1,4577,KAZ,188.51643427329,18513673.0,181667184854.501
3780,2019,2,4457,KAZ,189.58022400157634,18533839.083333332,180785116605.07785
3843,2019,3,5035,KAZ,190.64401372986268,18554005.166666668,179903048355.65466
3905,2019,4,5855,KAZ,191.707803458149,18574171.25,179020980106.2315
3966,2019,5,6376,KAZ,192.77159318643533,18594337.333333332,178138911856.80835
4026,2019,6,6567,KAZ,193.83538291472166,18614503.416666668,177256843607.38516
4088,2019,7,7183,KAZ,194.899172643008,18634669.5,176374775357.962
4149,2019,8,6522,KAZ,195.96296237129434,18654835.583333332,175492707108.53885
4209,2019,9,6424,KAZ,197.02675209958068,18675001.666666668,174610638859.11566
4272,2019,10,7096,KAZ,198.090541827867,18695167.75,173728570609.6925
4334,2019,11,7683,KAZ,199.15433155615332,18715333.833333332,172846502360.26935
4393,2019,12,8442,KAZ,200.21812128443966,18735499.916666668,171964434110.84616
4460,2020,1,5493,KAZ,201.281911012726,18755666.0,171082365861.423
4521,2020,2,5664,KAZ,202.63088906684374,18776109.5,173251523319.68875
4577,2020,3,7000,KAZ,203.9798671209615,18796553.0,175420680777.9545
4638,2020,4,1223,KAZ,205.32884517507927,18816996.5,177589838236.22025
4693,2020,5,7434,KAZ,206.677823229197,18837440.0,179758995694.486
4755,2020,6,10055,KAZ,208.02680128331474,18857883.5,181928153152.75174
4825,2020,7,7598,KAZ,209.3757793374325,18878327.0,184097310611.01752
4883,2020,8,9750,KAZ,210.72475739155027,18898770.5,186266468069.28326
4945,2020,9,10297,KAZ,212.073735445668,18919214.0,188435625527.549
5007,2020,10,9925,KAZ,213.42271349978574,18939657.5,190604782985.81476
5069,2020,11,9311,KAZ,214.7716915539035,18960101.0,192773940444.0805
5127,2020,12,10487,KAZ,216.12066960802127,18980544.5,194943097902.34625
5193,2021,1,8382,KAZ,217.469647662139,19000988.0,197112255360.612
5254,2021,2,7576,KAZ,213.759488862386,19052736.666666668,199477594824.35217
5316,2021,3,8442,KAZ,210.04933006263298,19104485.333333332,201842934288.09235
5372,2021,4,10135,KAZ,206.33917126287997,19156234.0,204208273751.8325
5433,2021,5,10183,KAZ,202.62901246312694,19207982.666666668,206573613215.57266
5491,2021,6,12120,KAZ,198.91885366337394,19259731.333333332,208938952679.31284
5549,2021,7,10828,KAZ,195.2086948636209,19311480.0,211304292143.05298
5604,2021,8,9271,KAZ,191.4985360638679,19363228.666666668,213669631606.79315
5660,2021,9,10614,KAZ,187.7883772641149,19414977.333333332,216034971070.53333
5717,2021,10,12223,KAZ,184.07821846436187,19466726.0,218400310534.2735
5774,2021,11,10121,KAZ,180.36805966460886,19518474.666666668,220765649998.01367
5829,2021,12,10724,KAZ,176.65790086485583,19570223.333333332,223130989461.7538
5895,2022,1,4024,KAZ,172.94774206510283,19621972.0,225496328925.494
5949,2022,2,7793,KAZ,173.2538640510135,21139045.105182827,240410964598.69583
6006,2022,3,10809,KAZ,173.5599860369242,22656118.210365653,255325600271.89764
6064,2022,4,9290,KAZ,173.86610802283485,24173191.31554848,270240235945.0995
6123,2022,5,8430,KAZ,174.17223000874552,25690264.420731306,285154871618.30133
6178,2022,6,11967,KAZ,174.4783519946562,27207337.525914133,300069507291.5032
6232,2022,7,11689,KAZ,174.78447398056687,28724410.63109696,314984142964.705
6291,2022,8,11554,KAZ,175.09059596647754,30241483.736279786,329898778637.90686
6346,2022,9,11980,KAZ,175.39671795238823,31758556.841462612,344813414311.10864
6404,2022,10,10908,KAZ,175.7028399382989,33275629.94664544,359728049984.31055
6460,2022,11,12276,KAZ,176.00896192420956,34792703.051828265,374642685657.5123
6514,2022,12,13850,KAZ,176.31508391012025,36309776.15701109,389557321330.7142
6572,2023,1,10505,KAZ,176.62120589603092,37826849.26219392,404471957003.916
6625,2023,2,13097,KAZ,176.62120589603092,37826849.26219392,404471957003.916
6684,2023,3,13650,KAZ,176.62120589603092,37826849.26219392,404471957003.916
6733,2023,4,14200,KAZ,176.62120589603092,37826849.26219392,404471957003.916
6792,2023,5,14314,KAZ,176.62120589603092,37826849.26219392,404471957003.916
6846,2023,6,16388,KAZ,176.62120589603092,37826849.26219392,404471957003.916
6897,2023,7,18746,KAZ,176.62120589603092,37826849.26219392,404471957003.916
6950,2023,8,18244,KAZ,176.62120589603092,37826849.26219392,404471957003.916
7004,2023,9,17853,KAZ,176.62120589603092,37826849.26219392,404471957003.916
10,2014,1,120789,KOR,109.057167004994,50746659.0,1484488526271.8
68,2014,2,121043,KOR,109.12135912338533,50769016.333333336,1482951060433.0193
129,2014,3,137532,KOR,109.18555124177666,50791373.666666664,1481413594594.2383
187,2014,4,147198,KOR,109.249743360168,50813731.0,1479876128755.4575
247,2014,5,136825,KOR,109.31393547855933,50836088.333333336,1478338662916.6768
304,2014,6,139291,KOR,109.37812759695066,50858445.666666664,1476801197077.8958
363,2014,7,145702,KOR,109.442319715342,50880803.0,1475263731239.115
420,2014,8,122336,KOR,109.50651183373334,50903160.333333336,1473726265400.3342
481,2014,9,127428,KOR,109.57070395212467,50925517.666666664,1472188799561.5532
540,2014,10,137579,KOR,109.634896070516,50947875.0,1470651333722.7725
598,2014,11,143499,KOR,109.69908818890734,50970232.333333336,1469113867883.9917
656,2014,12,170638,KOR,109.76328030729867,50992589.666666664,1467576402045.2107
715,2015,1,131137,KOR,109.82747242569,51014947.0,1466038936206.43
776,2015,2,119942,KOR,109.91640391636226,51031851.666666664,1468842343515.0283
838,2015,3,149257,KOR,110.00533540703451,51048756.333333336,1471645750823.6267
899,2015,4,151824,KOR,110.09426689770675,51065661.0,1474449158132.225
960,2015,5,139695,KOR,110.183198388379,51082565.666666664,1477252565440.8232
1020,2015,6,159298,KOR,110.27212987905125,51099470.333333336,1480055972749.4216
1081,2015,7,155502,KOR,110.3610613697235,51116375.0,1482859380058.02
1141,2015,8,138669,KOR,110.44999286039575,51133279.666666664,1485662787366.6184
1203,2015,9,148357,KOR,110.538924351068,51150184.333333336,1488466194675.2168
1264,2015,10,163286,KOR,110.62785584174026,51167089.0,1491269601983.815
1324,2015,11,164498,KOR,110.7167873324125,51183993.666666664,1494073009292.4133
1385,2015,12,199407,KOR,110.80571882308475,51200898.333333336,1496876416601.0117
1447,2016,1,122427,KOR,110.894650313757,51217803.0,1499679823909.61
1507,2016,2,126057,KOR,111.07433035656884,51229812.0,1509962687208.9675
1570,2016,3,172646,KOR,111.25401039938066,51241821.0,1520245550508.3252
1631,2016,4,157243,KOR,111.4336904421925,51253830.0,1530528413807.6826
1692,2016,5,165110,KOR,111.61337048500434,51265839.0,1540811277107.04
1751,2016,6,184364,KOR,111.79305052781616,51277848.0,1551094140406.3975
1814,2016,7,136675,KOR,111.972730570628,51289857.0,1561377003705.755
1873,2016,8,123404,KOR,112.15241061343984,51301866.0,1571659867005.1125
1937,2016,9,127745,KOR,112.33209065625167,51313875.0,1581942730304.47
1997,2016,10,147067,KOR,112.5117706990635,51325884.0,1592225593603.8274
2057,2016,11,163934,KOR,112.69145074187534,51337893.0,1602508456903.185
2118,2016,12,184724,KOR,112.87113078468717,51349902.0,1612791320202.5425
2180,2017,1,122748,KOR,113.050810827499,51361911.0,1623074183501.9
2240,2017,2,135628,KOR,113.18984819014209,51380506.583333336,1631599126278.8608
2306,2017,3,167728,KOR,113.32888555278517,51399102.166666664,1640124069055.8215
2369,2017,4,152605,KOR,113.46792291542826,51417697.75,1648649011832.7825
2432,2017,5,154686,KOR,113.60696027807134,51436293.333333336,1657173954609.7432
2495,2017,6,163459,KOR,113.74599764071442,51454888.916666664,1665698897386.704
2557,2017,7,148073,KOR,113.8850350033575,51473484.5,1674223840163.665
2616,2017,8,138182,KOR,114.02407236600058,51492080.083333336,1682748782940.6257
2681,2017,9,153642,KOR,114.16310972864366,51510675.666666664,1691273725717.5867
2744,2017,10,129450,KOR,114.30214709128674,51529271.25,1699798668494.5474
2804,2017,11,162424,KOR,114.44118445392984,51547866.833333336,1708323611271.5083
2867,2017,12,152665,KOR,114.58022181657292,51566462.416666664,1716848554048.469
2928,2018,1,133443,KOR,114.719259179216,51585058.0,1725373496825.43
2992,2018,2,125247,KOR,114.75587377179541,51600038.333333336,1719210949793.9583
3053,2018,3,165684,KOR,114.79248836437483,51615018.666666664,1713048402762.4866
3115,2018,4,159955,KOR,114.82910295695424,51629999.0,1706885855731.015
3178,2018,5,157000,KOR,114.86571754953367,51644979.333333336,1700723308699.5432
3241,2018,6,154972,KOR,114.90233214211308,51659959.666666664,1694560761668.0715
3301,2018,7,154062,KOR,114.93894673469251,51674940.0,1688398214636.6
3362,2018,8,146223,KOR,114.97556132727192,51689920.333333336,1682235667605.1284
3426,2018,9,127205,KOR,115.01217591985133,51704900.666666664,1676073120573.6567
3488,2018,10,160197,KOR,115.04879051243076,51719881.0,1669910573542.185
3549,2018,11,162034,KOR,115.08540510501017,51734861.333333336,1663748026510.7134
3610,2018,12,159215,KOR,115.1220196975896,51749841.666666664,1657585479479.2417
3672,2019,1,135594,KOR,115.158634290169,51764822.0,1651422932447.77
3735,2019,2,120019,KOR,115.21019541933283,51770773.416666664,1650830424069.3032
3798,2019,3,156194,KOR,115.26175654849666,51776724.833333336,1650237915690.8367
3859,2019,4,154329,KOR,115.3133176776605,51782676.25,1649645407312.37
3921,2019,5,153071,KOR,115.36487880682434,51788627.666666664,1649052898933.9033
3985,2019,6,144321,KOR,115.41643993598817,51794579.083333336,1648460390555.4365
4045,2019,7,150531,KOR,115.46800106515201,51800530.5,1647867882176.97
4106,2019,8,136447,KOR,115.51956219431584,51806481.916666664,1647275373798.5034
4170,2019,9,132521,KOR,115.57112332347967,51812433.333333336,1646682865420.0366
4231,2019,10,156886,KOR,115.6226844526435,51818384.75,1646090357041.5698
4292,2019,11,159939,KOR,115.67424558180733,51824336.166666664,1645497848663.1033
4354,2019,12,174161,KOR,115.72580671097117,51830287.583333336,1644905340284.6367
4414,2020,1,114441,KOR,115.777367840135,51836239.0,1644312831906.17
4480,2020,2,96071,KOR,116.01840988790217,51828625.416666664,1658822771487.3257
4536,2020,3,168170,KOR,116.25945193566933,51821011.833333336,1673332711068.4817
4596,2020,4,165321,KOR,116.5004939834365,51813398.25,1687842650649.6375
4656,2020,5,166412,KOR,116.74153603120367,51805784.666666664,1702352590230.7932
4719,2020,6,199629,KOR,116.98257807897083,51798171.083333336,1716862529811.9492
4783,2020,7,161670,KOR,117.223620126738,51790557.5,1731372469393.105
4847,2020,8,131806,KOR,117.46466217450516,51782943.916666664,1745882408974.2607
4908,2020,9,157942,KOR,117.70570422227233,51775330.333333336,1760392348555.4167
4969,2020,10,156832,KOR,117.9467462700395,51767716.75,1774902288136.5725
5029,2020,11,167466,KOR,118.18778831780666,51760103.166666664,1789412227717.7283
5092,2020,12,160561,KOR,118.42883036557383,51752489.583333336,1803922167298.8843
5155,2021,1,136893,KOR,118.669872413341,51744876.0,1818432106880.04
5216,2021,2,122450,KOR,123.2957318607122,51735146.083333336,1806389137058.9167
5277,2021,3,167023,KOR,127.9215913080834,51725416.166666664,1794346167237.7935
5335,2021,4,160438,KOR,132.5474507554546,51715686.25,1782303197416.67
5397,2021,5,147580,KOR,137.1733102028258,51705956.333333336,1770260227595.5466
5458,2021,6,160163,KOR,141.79916965019703,51696226.416666664,1758217257774.4233
5515,2021,7,147147,KOR,146.42502909756823,51686496.5,1746174287953.3
5571,2021,8,127417,KOR,151.05088854493943,51676766.583333336,1734131318132.1768
5631,2021,9,111175,KOR,155.67674799231062,51667036.666666664,1722088348311.0535
5687,2021,10,124616,KOR,160.30260743968182,51657306.75,1710045378489.9302
5740,2021,11,141515,KOR,164.92846688705305,51647576.833333336,1698002408668.8066
5796,2021,12,152874,KOR,169.55432633442425,51637846.916666664,1685959438847.6833
5854,2022,1,106329,KOR,174.18018578179544,51628117.0,1673916469026.56
5912,2022,2,118476,KOR,174.4863077677061,50440182.52536609,1568287782757.1816
5971,2022,3,131217,KOR,174.7924297536168,49252248.05073217,1462659096487.803
6026,2022,4,140110,KOR,175.09855173952747,48064313.57609826,1357030410218.4243
6086,2022,5,139173,KOR,175.40467372543813,46876379.10146435,1251401723949.046
6145,2022,6,135708,KOR,175.71079571134882,45688444.62683044,1145773037679.6675
6200,2022,7,138296,KOR,176.0169176972595,44500510.15219653,1040144351410.2888
6257,2022,8,123924,KOR,176.32303968317015,43312575.67756262,934515665140.9103
6316,2022,9,131372,KOR,176.62916166908084,42124641.2029287,828886978871.5317
6372,2022,10,139465,KOR,176.9352836549915,40936706.72829479,723258292602.1532
6428,2022,11,148815,KOR,177.24140564090217,39748772.25366087,617629606332.7747
6483,2022,12,157262,KOR,177.54752762681287,38560837.77902696,512000920063.396
6540,2023,1,107518,KOR,177.85364961272353,37372903.30439305,406372233794.0176
6594,2023,2,137557,KOR,177.85364961272353,37372903.30439305,406372233794.0176
6652,2023,3,152591,KOR,177.85364961272353,37372903.30439305,406372233794.0176
6708,2023,4,146945,KOR,177.85364961272353,37372903.30439305,406372233794.0176
6764,2023,5,144675,KOR,177.85364961272353,37372903.30439305,406372233794.0176
6818,2023,6,158505,KOR,177.85364961272353,37372903.30439305,406372233794.0176
6873,2023,7,133754,KOR,177.85364961272353,37372903.30439305,406372233794.0176
6926,2023,8,127928,KOR,177.85364961272353,37372903.30439305,406372233794.0176
6981,2023,9,126972,KOR,177.85364961272353,37372903.30439305,406372233794.0176
2218,2017,1,7139,KWT,124.557631780803,4124904.0,120687539805.505
2279,2017,2,9110,KWT,124.61400792970417,4140927.4166666665,122147122805.03943
2343,2017,3,10511,KWT,124.67038407860534,4156950.8333333335,123606705804.57384
2410,2017,4,7026,KWT,124.7267602275065,4172974.25,125066288804.10825
2474,2017,5,6992,KWT,124.78313637640767,4188997.6666666665,126525871803.64267
2535,2017,6,7592,KWT,124.83951252530883,4205021.083333333,127985454803.1771
2596,2017,7,9146,KWT,124.89588867421,4221044.5,129445037802.7115
2656,2017,8,9386,KWT,124.95226482311118,4237067.916666667,130904620802.24591
2718,2017,9,7793,KWT,125.00864097201234,4253091.333333333,132364203801.78033
2781,2017,10,8718,KWT,125.06501712091351,4269114.75,133823786801.31476
2844,2017,11,8757,KWT,125.12139326981467,4285138.166666667,135283369800.84917
2903,2017,12,9779,KWT,125.17776941871584,4301161.583333333,136742952800.38358
2969,2018,1,7320,KWT,125.234145567617,4317185.0,138202535799.918
3030,2018,2,7804,KWT,125.3480927798635,4327511.25,138034976626.95517
3092,2018,3,9700,KWT,125.46203999211001,4337837.5,137867417453.99234
3155,2018,4,8609,KWT,125.57598720435651,4348163.75,137699858281.0295
3218,2018,5,8114,KWT,125.68993441660301,4358490.0,137532299108.06665
3280,2018,6,7672,KWT,125.80388162884951,4368816.25,137364739935.10384
3341,2018,7,7556,KWT,125.917828841096,4379142.5,137197180762.14099
3404,2018,8,7081,KWT,126.0317760533425,4389468.75,137029621589.17816
3460,2018,9,9887,KWT,126.145723265589,4399795.0,136862062416.21533
3522,2018,10,10070,KWT,126.2596704778355,4410121.25,136694503243.2525
